id,question,answers,label
625609,What are hostel accomodation chrges for BS students?,"{'answer_start': [1779], 'text': ['Hostel ccomodation charges for BS students are approximately Rs.30,000 . Detailed fee structure can be downloaded from this link: http://admissions.pieas.edu.pk/Admissions/Contents/InformationLeafletBS-Programs-Updated_29042022.pdf']}",Hostels
625631,What is the Fee at PIEAS?,"{'answer_start': [10422], 'text': ['The total fee structure of a smester can be viewed from the link: http://admissions.pieas.edu.pk/Admissions/Contents/Fee%20Structure%20PhD-2020.pdf']}",Hostels
625645,What is the Total fee including Hostel accommodation?,"{'answer_start': [10268], 'text': ['The total fee structure of a smester can be viewed from the link: http://admissions.pieas.edu.pk/Admissions/Contents/FeeStructureCombinedVer14FINALBS.pdf']}",Hostels
625712,what is the fees per semeseter for BS students?,"{'answer_start': [10268], 'text': ['The total fee structure of a smester can be viewed from the link: http://admissions.pieas.edu.pk/Admissions/Contents/FeeStructureCombinedVer14FINALBS.pdf']}",Hostels
625655,What is the latest Fee Structure available for PIEAS academic programs?,"{'answer_start': [14919], 'text': ['The whole fee structure can be viewed from the link http://admissions.pieas.edu.pk/Admissions/Contents/Fee%20Structure%20BS-2020.pdf']}",Hostels
625603,What is the first semester fee of a BS program?,"{'answer_start': [4383], 'text': ['Fee at PIEAS in first semester is almost 101000 and it decreases after first semester.']}",Hostels
625607,What is the first semester fee of a BS program?,"{'answer_start': [4383], 'text': ['Fee at PIEAS in first semester is almost 101000 and it decreases after first semester.']}",Hostels
625637,What is the fee refund policy of PIEAS?,"{'answer_start': [2193], 'text': ['The fee refund policy is as follows:  Complete refund after deduction of admission charges if the request for refund is made up to first week of semester I. 50% refund, if the request for refund is made in the 2nd week of semester I. No refund after 2nd week.']}",Hostels
625668, What is the fee structure for a regular semester for BS student?,"{'answer_start': [1165], 'text': ['The total first semester fee based on 18 credit hours without hostel accomodation and transport charges is Rs.101,000 which includes Rs.40,000 one time charges of Admission and Security fee. Detailed fee structure can be downloaded from this link: http://admissions.pieas.edu.pk/Admissions/Contents/InformationLeafletBS-Programs-Updated_29042022.pdf']}",Hostels
625611,What is the fee refund policy of PIEAS?,"{'answer_start': [4918], 'text': ['The fee refund policy is as follows:  Complete refund after deduction of admission charges if the request for refund is made up to first week of semester I. 50% refund, if the request for refund is made in the 2nd week of semester I. No refund after 2nd week.']}",Hostels
690566,Does the Mess charges are included in hostel fee?,"{'answer_start': [16518], 'text': ['No, the mess charges are not included in the hostel charges. You have to pay them every month. These charges depend on how much you eat. Normally they vary from 7 to 11 thousand if are eating three times a day from the hostel. If you are skipping some meals, then it will automatically decrease.']}",Hostels
690569,How is the hostel facility in PIEAS?,"{'answer_start': [17528], 'text': ['PIEAS has internal hostels for its students. Hostels are named as alphabets i.e. A, B, E, C, D, H, J and G hostels. 1st-semester students are usually given J hostel which is doubly accommodated. G hostel is for the girls. Hostels in PIEAS have Wi-Fi internet connection, bathrooms, and toilets in every wing. In every room, there is LAN connection of the internet too. There is no attached toilet or bath. Only a community bath and toilets are available. In winter, there is the facility of warmer water too. Steam heaters also work in rooms in winter (as they were installed in 2021 in all hostels). Washing machines and iron is also available for those who want to wash and press their clothes by themselves. A laundry man also visits the hostel on daily who can wash your clothes and charge you for that. Hostels are very close to the classrooms. It is almost a walking distance from your hostel room to the classroom.']}",Hostels
690570,How is the mess facility in PIEAS?,"{'answer_start': [18485], 'text': ['Mess facility is quite better than many other hostelsâ€™ messes. There is a proper menu of dishes that are made every day. There is a mess committee of students that keeps checking on the hygiene and food quality of the mess. Mess timings are followed. Mess opens three times a day, for breakfast, for lunch and dinner. You can close your mess if you do not want to eat, but you must do it at least 5,6 hours earlier.']}",Hostels
690567,Can we pay fees in instalments?,"{'answer_start': [16847], 'text': ['Yes, you can. For this you have to call the admission office and request them. Contact details can be found on PIEAS website.']}",Hostels
690573,What are the things that we need to bring with us if we want to live in PIEAS hostel?,"{'answer_start': [19758], 'text': ['Following are some things that you should bring with you when come to the hostel: Â· Some bed sheets and a pillow.  Â· Soap, soap dish, shampoo, towel and shaver. Â· Two to three plates, a bowl, a food saver box, some cutlery, glass and a water bottle. Â· Umbrella for the rainy season. Â· Extension board, a usb (even if you are bringing your laptop or not) and a lan cable (if you are bringing your laptop or Pc). Â· If you like sports then bring something to play like cricket bat, football, badminton or table tennis rackets, snooker sticks etc. Â· You can also bring a table sheet to cover your study table.Â· Also bring some pieces of cloth for dusting etc. Â· A lock for your room. ']}",Hostels
690530,What are hostel accomodation charges for BS students?,"{'answer_start': [3067], 'text': ['Hostel accomodation charges for BS students are approximately Rs.30,000 . Detailed fee structure can be downloaded from this link: http://admissions.pieas.edu.pk/Admissions/Contents/InformationLeafletBS-Programs-Updated_29042022.pdf']}",Hostels
690533,What are hostel accommodation charges for MS students?,"{'answer_start': [4009], 'text': ['Hostel accomodation charges for MS students are approximately Rs.30,000 . Detailed fee structure can be downloaded from this link: http://admissions.pieas.edu.pk/Admissions/Contents/FeeStructureCombinedVer14FINALMS.pdf']}",Hostels
690565,What is PIEAS per semester fee?,"{'answer_start': [16049], 'text': ['PIEAS per semester fee is nearly R.s 60,000 depending upon the number of credit hours in each semester. An amount of 28000 will be added to your fee if you want to avail the hostel facility. For the students who want transport instead they will have to pay 16000 instead. In the first semester, you will also have to pay some additional fees for security which is refundable after you leave PIEAS and it is R.s 40,000.']}",Hostels
690538,What is the fee refund policy of PIEAS?,"{'answer_start': [4943], 'text': ['The fee refund policy is as follows:  Complete refund after deduction of admission charges if the request for refund is made up to first week of semester I. 50% refund, if the request for refund is made in the 2nd week of semester I. No refund after 2nd week.']}",Hostels
690534,what is the FEE structure of PIEAS?,"{'answer_start': [0], 'text': ['0']}",Hostels
690528,What is the first semester fee of a BS program?,"{'answer_start': [2351], 'text': ['The total first semester fee based on 18 credit hours without hostel accomodation and transport charges is Rs.101,000 which includes Rs.40,000 one time charges of Admission and Security fee. Detailed fee structure can be downloaded from this link: http://admissions.pieas.edu.pk/Admissions/Contents/InformationLeafletBS-Programs-Updated_29042022.pdf']}",Hostels
690531,What is the first semester fee of a MS program?,"{'answer_start': [3346], 'text': ['The total first semester fee based on 12 credit hours without hostel accomodation and transport charges is Rs.137,000 which includes Rs.40,000 one time charges of Admission and Security fee. Detailed fee structure can be downloaded from this link: http://admissions.pieas.edu.pk/Admissions/Contents/FeeStructureCombinedVer14FINALMS.pdf']}",Hostels
690672,Is there any hostel accommodation for sponsored students?,"{'answer_start': [39536], 'text': ['they are provided free hostel accommodation.']}",Hostels
690874,Does PIEAS offer residence to its students?,"{'answer_start': [74970], 'text': ['PIEAS provides hostel facilities for both female and male students. Majority of the students stay in the hostels. There are eight hostel blocks including a separate female hostel, subsidized mess, canteen, fitness center, a rest-house, indoor and outdoor sports facilities. A post office, a bank and shops for commonly required items are available in the vicinity. A newly constructed mosque is a recent addition.']}",Hostels
690876,Are there any university owned boys hostels in PIEAS?,"{'answer_start': [74043], 'text': ['PIEAS provides hostel facilities for both female and male students. Majority of the students stay in the hostels. There are eight hostel blocks including a separate female hostel, subsidized mess, canteen, fitness center, a rest-house, indoor and outdoor sports facilities. A post office, a bank and shops for commonly required items are available in the vicinity. A newly constructed mosque is a recent addition.']}",Hostels
690875,Are there any university owned girls hostels in PIEAS?,"{'answer_start': [74512], 'text': ['PIEAS provides hostel facilities for both female and male students. Majority of the students stay in the hostels. There are eight hostel blocks including a separate female hostel, subsidized mess, canteen, fitness center, a rest-house, indoor and outdoor sports facilities. A post office, a bank and shops for commonly required items are available in the vicinity. A newly constructed mosque is a recent addition.']}",Hostels
690877,Are there any university owned hostels in PIEAS?,"{'answer_start': [73574], 'text': ['\tPIEAS provides hostel facilities for both female and male students. Majority of the students stay in the hostels. There are eight hostel blocks including a separate female hostel, subsidized mess, canteen, fitness center, a rest-house, indoor and outdoor sports facilities. A post office, a bank and shops for commonly required items are available in the vicinity. A newly constructed mosque is a recent addition.']}",Hostels
690872,Brief me about residential services offered by PIEAS?,"{'answer_start': [75904], 'text': ['PIEAS provides hostel facilities for both female and male students. Majority of the students stay in the hostels. There are eight hostel blocks including a separate female hostel, subsidized mess, canteen, fitness center, a rest-house, indoor and outdoor sports facilities. A post office, a bank and shops for commonly required items are available in the vicinity. A newly constructed mosque is a recent addition.']}",Hostels
690858,Does PIEAS has a badminton court?,"{'answer_start': [38451], 'text': ['Yes']}",Hostels
690854,Does PIEAS has a facilities for outdoor games?,"{'answer_start': [38478], 'text': ['Yes']}",Hostels
690859,Does PIEAS has a facility a tennis court?,"{'answer_start': [38478], 'text': ['Yes']}",Hostels
690856,Does PIEAS has a facility for playing volleyball?,"{'answer_start': [38478], 'text': ['Yes']}",Hostels
690853,Does PIEAS has a facility for snooker?,"{'answer_start': [38478], 'text': ['Yes']}",Hostels
690852,Does PIEAS has a facility for table tennis?,"{'answer_start': [38478], 'text': ['Yes']}",Hostels
690864,Does PIEAS has a fitness training center?,"{'answer_start': [38478], 'text': ['Yes']}",Hostels
690863,Does PIEAS has a multipurpose hall? ,"{'answer_start': [38478], 'text': ['Yes']}",Hostels
690855,Does PIEAS has facilities for indoor games?,"{'answer_start': [38478], 'text': ['Yes']}",Hostels
690879,Does PIEAS has its own boyâ€™s hostels?,"{'answer_start': [72659], 'text': ['PIEAS provides hostel facilities for both female and male students. Majority of the students stay in the hostels. There are eight hostel blocks including a separate female hostel, subsidized mess, canteen, fitness center, a rest-house, indoor and outdoor sports facilities. A post office, a bank and shops for commonly required items are available in the vicinity. A newly constructed mosque is a recent addition.']}",Hostels
690878,Does PIEAS has its own girlâ€™s hostels?,"{'answer_start': [73112], 'text': ['PIEAS provides hostel facilities for both female and male students. Majority of the students stay in the hostels. There are eight hostel blocks including a separate female hostel, subsidized mess, canteen, fitness center, a rest-house, indoor and outdoor sports facilities. A post office, a bank and shops for commonly required items are available in the vicinity. A newly constructed mosque is a recent addition.']}",Hostels
690880,Does PIEAS has its own hostels?,"{'answer_start': [72207], 'text': ['PIEAS provides hostel facilities for both female and male students. Majority of the students stay in the hostels. There are eight hostel blocks including a separate female hostel, subsidized mess, canteen, fitness center, a rest-house, indoor and outdoor sports facilities. A post office, a bank and shops for commonly required items are available in the vicinity. A newly constructed mosque is a recent addition.']}",Hostels
690851,Do PIEASâ€™ hostels have mess facility?,"{'answer_start': [85509], 'text': ['There are eight hostel blocks including a separate female hostel, subsidized mess, canteen, fitness center, a rest-house, indoor and outdoor sports facilities. A post office, a bank and shops for commonly required items are available in the vicinity. A newly constructed mosque is a recent addition']}",Hostels
690847,Do students living at hostels of PIEAS has access to a bank?,"{'answer_start': [86143], 'text': ['A post office, a bank and shops for commonly required items are available in the vicinity of PIEAS.\nDo students living at hostels of PIEAS has access to a bank?\tA post office, a bank and shops for commonly required items are available in the vicinity of PIEAS.']}",Hostels
690845,Do students living at hostels of PIEAS has access to a grocery shop?,"{'answer_start': [86611], 'text': ['A post office, a bank and shops for commonly required items are available in the vicinity of PIEAS.']}",Hostels
690844,Do students living at hostels of PIEAS has access to an ATM?,"{'answer_start': [86772], 'text': ['A post office, a bank and shops for commonly required items are available in the vicinity of PIEAS.']}",Hostels
690849,Do students living at hostels of PIEAS has access to a post office?,"{'answer_start': [86013], 'text': ['A post office, a bank and shops for commonly required items are available in the vicinity of PIEAS.']}",Hostels
690869,"In PIEAS, how many boysâ€™ hostels are there?","{'answer_start': [77281], 'text': ['PIEAS provides hostel facilities for both female and male students. Majority of the students stay in the hostels. There are eight hostel blocks including a separate female hostel, subsidized mess, canteen, fitness center, a rest-house, indoor and outdoor sports facilities. A post office, a bank and shops for commonly required items are available in the vicinity. A newly constructed mosque is a recent addition.']}",Hostels
690868,"In PIEAS, how many girlsâ€™ hostels are there?","{'answer_start': [77740], 'text': ['PIEAS provides hostel facilities for both female and male students. Majority of the students stay in the hostels. There are eight hostel blocks including a separate female hostel, subsidized mess, canteen, fitness center, a rest-house, indoor and outdoor sports facilities. A post office, a bank and shops for commonly required items are available in the vicinity. A newly constructed mosque is a recent addition.']}",Hostels
690870,"In PIEAS, how many hostels are there?","{'answer_start': [76823], 'text': ['PIEAS provides hostel facilities for both female and male students. Majority of the students stay in the hostels. There are eight hostel blocks including a separate female hostel, subsidized mess, canteen, fitness center, a rest-house, indoor and outdoor sports facilities. A post office, a bank and shops for commonly required items are available in the vicinity. A newly constructed mosque is a recent addition.']}",Hostels
690865,Is there any gym in PIEAS?,"{'answer_start': [79165], 'text': ['PIEAS provides hostel facilities for both female and male students. Majority of the students stay in the hostels. There are eight hostel blocks including a separate female hostel, subsidized mess, canteen, fitness center, a rest-house, indoor and outdoor sports facilities. A post office, a bank and shops for commonly required items are available in the vicinity. A newly constructed mosque is a recent addition.']}",Hostels
690871,Tell me about residential services offered by PIEAS?,"{'answer_start': [76371], 'text': ['PIEAS provides hostel facilities for both female and male students. Majority of the students stay in the hostels. There are eight hostel blocks including a separate female hostel, subsidized mess, canteen, fitness center, a rest-house, indoor and outdoor sports facilities. A post office, a bank and shops for commonly required items are available in the vicinity. A newly constructed mosque is a recent addition.']}",Hostels
690873,What are the residential services offered by PIEAS?,"{'answer_start': [75436], 'text': ['PIEAS provides hostel facilities for both female and male students. Majority of the students stay in the hostels. There are eight hostel blocks including a separate female hostel, subsidized mess, canteen, fitness center, a rest-house, indoor and outdoor sports facilities. A post office, a bank and shops for commonly required items are available in the vicinity. A newly constructed mosque is a recent addition.']}",Hostels
690867,What facilities are enjoyed by students living at hostel in PIEAS?,"{'answer_start': [78221], 'text': ['PIEAS provides hostel facilities for both female and male students. Majority of the students stay in the hostels. There are eight hostel blocks including a separate female hostel, subsidized mess, canteen, fitness center, a rest-house, indoor and outdoor sports facilities. A post office, a bank and shops for commonly required items are available in the vicinity. A newly constructed mosque is a recent addition.']}",Hostels
690866,What kind of co-curricular facilities are enjoyed by students living at hostel in PIEAS?,"{'answer_start': [78724], 'text': ['PIEAS provides hostel facilities for both female and male students. Majority of the students stay in the hostels. There are eight hostel blocks including a separate female hostel, subsidized mess, canteen, fitness center, a rest-house, indoor and outdoor sports facilities. A post office, a bank and shops for commonly required items are available in the vicinity. A newly constructed mosque is a recent addition.']}",Hostels
625620,Does Pieas has his own hostels?,"{'answer_start': [3827], 'text': ['Yes, PIEAS has 7 male and 1 female hostel for accommodating students.']}",Hostels
625621,Does Pieas issue accomodation to every candidate who apply for hostel?,"{'answer_start': [3477], 'text': ['No, Pieas does not allow hostel accomodation to either the residents or domicile holders of Rawalpindi and Islamabad.']}",Hostels
625597,FEE structure of pieas?,"{'answer_start': [10268], 'text': ['The total fee structure of a smester can be viewed from the link: http://admissions.pieas.edu.pk/Admissions/Contents/FeeStructureCombinedVer14FINALBS.pdf']}",Hostels
625700,In which block Computer Centre is located?,"{'answer_start': [14007], 'text': ['It is located in B Block.']}",Hostels
625625,Is hostel accommodation provided to students?,"{'answer_start': [3351], 'text': ['Yes, Pieas has its own 8 hostels,7 of which are for males and 1 for females.Another female hostel is also under construction.']}",Hostels
625609,What are hostel accomodation chrges for BS students?,"{'answer_start': [1779], 'text': ['Hostel ccomodation charges for BS students are approximately Rs.30,000 . Detailed fee structure can be downloaded from this link: http://admissions.pieas.edu.pk/Admissions/Contents/InformationLeafletBS-Programs-Updated_29042022.pdf']}",Hostels
625631,What is the Fee at PIEAS?,"{'answer_start': [10422], 'text': ['The total fee structure of a smester can be viewed from the link: http://admissions.pieas.edu.pk/Admissions/Contents/Fee%20Structure%20PhD-2020.pdf']}",Hostels
625645,What is the Total fee including Hostel accommodation?,"{'answer_start': [10268], 'text': ['The total fee structure of a smester can be viewed from the link: http://admissions.pieas.edu.pk/Admissions/Contents/FeeStructureCombinedVer14FINALBS.pdf']}",Hostels
625712,what is the fees per semeseter for BS students?,"{'answer_start': [10268], 'text': ['The total fee structure of a smester can be viewed from the link: http://admissions.pieas.edu.pk/Admissions/Contents/FeeStructureCombinedVer14FINALBS.pdf']}",Hostels
625655,What is the latest Fee Structure available for PIEAS academic programs?,"{'answer_start': [14919], 'text': ['The whole fee structure can be viewed from the link http://admissions.pieas.edu.pk/Admissions/Contents/Fee%20Structure%20BS-2020.pdf']}",Hostels
625603,What is the first semester fee of a BS program?,"{'answer_start': [4383], 'text': ['Fee at PIEAS in first semester is almost 101000 and it decreases after first semester.']}",Hostels
625607,What is the first semester fee of a BS program?,"{'answer_start': [4383], 'text': ['Fee at PIEAS in first semester is almost 101000 and it decreases after first semester.']}",Hostels
625637,What is the fee refund policy of PIEAS?,"{'answer_start': [2193], 'text': ['The fee refund policy is as follows:  Complete refund after deduction of admission charges if the request for refund is made up to first week of semester I. 50% refund, if the request for refund is made in the 2nd week of semester I. No refund after 2nd week.']}",Hostels
625668, What is the fee structure for a regular semester for BS student?,"{'answer_start': [1165], 'text': ['The total first semester fee based on 18 credit hours without hostel accomodation and transport charges is Rs.101,000 which includes Rs.40,000 one time charges of Admission and Security fee. Detailed fee structure can be downloaded from this link: http://admissions.pieas.edu.pk/Admissions/Contents/InformationLeafletBS-Programs-Updated_29042022.pdf']}",Hostels
625611,What is the fee refund policy of PIEAS?,"{'answer_start': [4918], 'text': ['The fee refund policy is as follows:  Complete refund after deduction of admission charges if the request for refund is made up to first week of semester I. 50% refund, if the request for refund is made in the 2nd week of semester I. No refund after 2nd week.']}",Hostels
625620,Does Pieas has his own hostels?,"{'answer_start': [3827], 'text': ['Yes, PIEAS has 7 male and 1 female hostel for accommodating students.']}",Hostels
625621,Does Pieas issue accomodation to every candidate who apply for hostel?,"{'answer_start': [3477], 'text': ['No, Pieas does not allow hostel accomodation to either the residents or domicile holders of Rawalpindi and Islamabad.']}",Hostels
625597,FEE structure of pieas?,"{'answer_start': [10268], 'text': ['The total fee structure of a smester can be viewed from the link: http://admissions.pieas.edu.pk/Admissions/Contents/FeeStructureCombinedVer14FINALBS.pdf']}",Hostels
625700,In which block Computer Centre is located?,"{'answer_start': [14007], 'text': ['It is located in B Block.']}",Hostels
625625,Is hostel accommodation provided to students?,"{'answer_start': [3351], 'text': ['Yes, Pieas has its own 8 hostels,7 of which are for males and 1 for females.Another female hostel is also under construction.']}",Hostels
625609,What are hostel accomodation chrges for BS students?,"{'answer_start': [1779], 'text': ['Hostel ccomodation charges for BS students are approximately Rs.30,000 . Detailed fee structure can be downloaded from this link: http://admissions.pieas.edu.pk/Admissions/Contents/InformationLeafletBS-Programs-Updated_29042022.pdf']}",Hostels
625631,What is the Fee at PIEAS?,"{'answer_start': [10422], 'text': ['The total fee structure of a smester can be viewed from the link: http://admissions.pieas.edu.pk/Admissions/Contents/Fee%20Structure%20PhD-2020.pdf']}",Hostels
625645,What is the Total fee including Hostel accommodation?,"{'answer_start': [10268], 'text': ['The total fee structure of a smester can be viewed from the link: http://admissions.pieas.edu.pk/Admissions/Contents/FeeStructureCombinedVer14FINALBS.pdf']}",Hostels
625712,what is the fees per semeseter for BS students?,"{'answer_start': [10268], 'text': ['The total fee structure of a smester can be viewed from the link: http://admissions.pieas.edu.pk/Admissions/Contents/FeeStructureCombinedVer14FINALBS.pdf']}",Hostels
625655,What is the latest Fee Structure available for PIEAS academic programs?,"{'answer_start': [14919], 'text': ['The whole fee structure can be viewed from the link http://admissions.pieas.edu.pk/Admissions/Contents/Fee%20Structure%20BS-2020.pdf']}",Hostels
625603,What is the first semester fee of a BS program?,"{'answer_start': [4383], 'text': ['Fee at PIEAS in first semester is almost 101000 and it decreases after first semester.']}",Hostels
625607,What is the first semester fee of a BS program?,"{'answer_start': [4383], 'text': ['Fee at PIEAS in first semester is almost 101000 and it decreases after first semester.']}",Hostels
625637,What is the fee refund policy of PIEAS?,"{'answer_start': [2193], 'text': ['The fee refund policy is as follows:  Complete refund after deduction of admission charges if the request for refund is made up to first week of semester I. 50% refund, if the request for refund is made in the 2nd week of semester I. No refund after 2nd week.']}",Hostels
625668, What is the fee structure for a regular semester for BS student?,"{'answer_start': [1165], 'text': ['The total first semester fee based on 18 credit hours without hostel accomodation and transport charges is Rs.101,000 which includes Rs.40,000 one time charges of Admission and Security fee. Detailed fee structure can be downloaded from this link: http://admissions.pieas.edu.pk/Admissions/Contents/InformationLeafletBS-Programs-Updated_29042022.pdf']}",Hostels
625611,What is the fee refund policy of PIEAS?,"{'answer_start': [4918], 'text': ['The fee refund policy is as follows:  Complete refund after deduction of admission charges if the request for refund is made up to first week of semester I. 50% refund, if the request for refund is made in the 2nd week of semester I. No refund after 2nd week.']}",Hostels
