id,question,answers,label
1012595,"What undergraduate programs are offered at PIEAS?
","{'answer_start': [58], 'text': ['The undergraduate programs offered at PIEAS are:\nBS Electrical Engineering\nBS Mechanical Engineering\nBS Chemical Engineering\nBS Metallurgy & Materials Engineering\nBS Computer and Information Sciences\nBS Physics']}",Programs
1012602,"What is the fee structure for BS programs at PIEAS?
","{'answer_start': [3686], 'text': [' The fee structure for BS programs at PIEAS can be found on the official website: http://admissions.pieas.edu.pk/Academic_Rules/fee_structure.html']}",Programs
1012612,"How much is the regular semester fee for BS programs at PIEAS based on 18 credit hours?
","{'answer_start': [2673], 'text': ['For BS* programs based on 18 credit hours: Rs 59,000/-']}",Programs
1012608,"What is the testing methodology for the PIEAS written test?
","{'answer_start': [1160], 'text': ['The testing methodology for the PIEAS written test may change based on the instructions issued and SOP defined by the Higher Education Commission, Government of Pakistan. The test consists of MCQs based on Physics, Mathematics (FSc-level)/Mathematics (Matric-Level), and Chemistry/Computer Science. The level of questions for the Mathematics section will be Matric/O-level or equivalent to accommodate pre-medical students who are eligible for admission to BS Physics and BS Computer & Information Sciences programs.']}",Programs
1012480,"Can a candidate apply for more than one program at bachelor's level?
","{'answer_start': [4009], 'text': ['Yes. He /She can make a choice between Electrical Engg., Mechanical Engg., Chemical Engg., Metallurgy and Materials Engg., Computer and Information Sciences or Physics.']}",Programs
1012479,"Can a candidate apply for more than one program at Master's level?
","{'answer_start': [3744], 'text': ['The candidate needs to take the test in his/her basic degree (e.g., Electrical Engineering-Power). Once he/she gets selected the candidate will be placed in a specific program in zero semester.']}",Programs
625732,Does PIEAS offer any program of medical science?,"{'answer_start': [12024], 'text': ['Following are the programmes offered by Department of Medical Sciences :  PhD Nuclear Medicine, MS Nuclear Medicine, MS Radiation & Medical Oncology']}",Programs
625654,Any HEC-approved Ph.D. supervisor in Chemical engineering?,"{'answer_start': [8179], 'text': ['The HEC-approved Ph.D. supervisors in Chemical Engg are:Muhammad Zaman (Head of the Department), Mansoor Hameed Inayat, Atta Ullah (Head, Utility Maintenance Division), Adnan Hamid (Head, Residential Services Division / Warden)']}",Programs
625600,Does PIEAS send its students abroad for hiigher studies?,"{'answer_start': [453], 'text': ['Students having good scores throughout are considered for abroad studies at PIEAS']}",Programs
625694,For which field PIEAS famous for?,"{'answer_start': [13671], 'text': ['PIEAS is mostly famous for its engineering programs.']}",Programs
625641,How many departments are there for BS in PIEAS ?,"{'answer_start': [13619], 'text': ['There are total 6 departments in PIEAS in BS level.']}",Programs
625664,How many departments are there for BS in PIEAS ?,"{'answer_start': [13619], 'text': ['There are total 6 departments in PIEAS in BS level.']}",Programs
625673, How many departments are there in PIEAS ?,"{'answer_start': [11152], 'text': ['There are Total Ten departments of PIEAS.']}",Programs
625693,How many departments are there in PIEAS in BS ?,"{'answer_start': [11194], 'text': ['There are total six departments that allow BS-program which are: Computer and Information Sciences, Chemical Engineering, Electrical Engineering,  Mechanical Engineering , Metallurgy & Materials Engineering, Physics & Applied Mathematics']}",Programs
625702,How many fields are there at MS level in PIEAS other than engineering ones?,"{'answer_start': [14820], 'text': ['Admission is open to the 15 MS Programs at PIEAS and KINPOE-C at fellowship and regular fee basis.']}",Programs
625716,How many programs are there in CIS?,"{'answer_start': [11732], 'text': ['Following are the programmes offered by DCIS :  PhD Computer Science, MS Computer Science, MS Cyber Security, BS Computer and Information Sciences']}",Programs
625642,How many students are enrolled for each session for one department in BS ?,"{'answer_start': [9764], 'text': ['The number of students varies from department to department and it is not fixed every year but approximately 40 to 50 students are enrolled for one degree programme in BS.']}",Programs
625665,How many students are enrolled for each session for one department in BS ?,"{'answer_start': [9764], 'text': ['The number of students varies from department to department and it is not fixed every year but approximately 40 to 50 students are enrolled for one degree programme in BS.']}",Programs
625731,How many total credit hours are there in BS(CIS)?,"{'answer_start': [18000], 'text': ['BS(CIS) course comprises of minimum 137 credit hours.']}",Programs
625624,Is grading system at Pieas absolute or relative?,"{'answer_start': [3709], 'text': ['The grading system at Pieas is absolute.']}",Programs
625706,Is it compulsory for BS students to study pakstudies and islamiat?,"{'answer_start': [14381], 'text': ['Yes  Pakstudies and Islamiat are compulsory subjects for the students of BS.']}",Programs
625677,What are the Adcademic Programmes offered by Department of Computer & Information Sciences ?,"{'answer_start': [11732], 'text': ['Following are the programmes offered by DCIS :  PhD Computer Science, MS Computer Science, MS Cyber Security, BS Computer and Information Sciences']}",Programs
625678,What are the Adcademic Programmes offered by Department of  Physics & Applied Mathematics?,"{'answer_start': [11879], 'text': ['Adcademic Programmes offered by Department of  Physics & Applied Mathematics are following: BS Physics, MS Physics, PhD Physics, Medical Physics']}",Programs
625727,What are the course contents of BS(CIS)?,"{'answer_start': [17444], 'text': ['The course contents of BS(CIS) can be downloaded from this link: http://www.pieas.edu.pk/BS_Computer_Information_Sciences_Course_Contents.pdf']}",Programs
625679,What are the programmes offered by Department of Medical Sciences ?,"{'answer_start': [12024], 'text': ['Following are the programmes offered by Department of Medical Sciences :  PhD Nuclear Medicine, MS Nuclear Medicine, MS Radiation & Medical Oncology']}",Programs
625703,What is the duration of degree programmes ?,"{'answer_start': [14163], 'text': ['The regular duration of BS and MS / M Phil degree programs is 4 and 2 years']}",Programs
625644,WHAT IS THE FEE STRUCTURE OF PIEAS BS PROGRAMS WITHOUT HOSTEL AND TRANSPORT FACILITY?,"{'answer_start': [6238], 'text': ['Rs 99000/- FOR FIRST SEMESTER ONLY.2ND SEMESTER ONWARDS RS 59000 ONLY']}",Programs
625723,What undergraduate programs are offered by the Department of Computer and Information Sciences?,"{'answer_start': [624], 'text': ['No, only degree in Computer and Information Sciences is offered']}",Programs
625683,Which degree programmes are offered by Chemical Engineering Department?,"{'answer_start': [12470], 'text': ['BS Chemical Engineering, MS Process Engineering, MS Mineral Resource Engineering, PhD Chemical Engineering.']}",Programs
625689,Which degree programmes are offered by Electrical Engineering Department?,"{'answer_start': [13228], 'text': ['BS Electrical Engineering, MS Electrical Engineering, MS Systems Engineering, PhD Systems Engineering']}",Programs
625686,Which degree programmes are offered by Mechanical Engineering Department?,"{'answer_start': [12762], 'text': ['BS Mechanical Engineering, MS Mechanical Engineering, PhD Mechanical Engineering']}",Programs
625674,Which departments of PIEAS offers BS-program?,"{'answer_start': [11194], 'text': ['There are total six departments that allow BS-program which are: Computer and Information Sciences, Chemical Engineering, Electrical Engineering,  Mechanical Engineering , Metallurgy & Materials Engineering, Physics & Applied Mathematics']}",Programs
625685,Which labs are available for Chemical Engineering Department?,"{'answer_start': [12642], 'text': ['Chemical Engineering Laboratory, Mineral Processing Laboratory, Analytical Chemistry Laboratory, X-Ray Fluorescence Lab']}",Programs
625688,Which labs are available for Mechanical Engineering Department?,"{'answer_start': [12918], 'text': ['Fluid Mechanics and Heat Transfer Lab, Engineering Mechanics Lab, Mechanics of Materials Lab, Computational Mechanics Lab, Engineering Drawing Lab, Thermodynamics Lab, Measurement and Instrumentation Lab,Refrigeration and Air Conditioning Lab, Manufacturing Processes Lab, Mechanical Vibration Lab, Workshops.']}",Programs
625691,Which labs are available for Electrical Engineering Department?,"{'answer_start': [13399], 'text': ['Digital Control Laboratory, Robotics and Automation Laboratory , Applied Electronics Laboratory, Signal and Image Processing Laboratory']}",Programs
625718,What is the grading process in CIS?,"{'answer_start': [3709], 'text': ['The grading system at Pieas is absolute.']}",Programs
625711,How many programmes are offered in MS ?,"{'answer_start': [14820], 'text': ['Admission is open to the 15 MS Programs at PIEAS and KINPOE-C at fellowship and regular fee basis.']}",Programs
625701,How many engineering fields are there at MS level in PIEAS?,"{'answer_start': [14072], 'text': ['There are almost   8   engineering   fields.']}",Programs
625724,How many postgraduate programs are offered by the Department of Computer and Information Sciences?,"{'answer_start': [15566], 'text': ['PhD Computer Science, MS Computer Sciences, MS Cyber Security']}",Programs
625671, Can I freeze a semester in BS?,"{'answer_start': [10692], 'text': ['A student may be allowed to freeze his/her semester only if he/she has a valid reason for it.Freezing a semester shall be allowed after completion of two years (four semesters).']}",Programs
625728,Which is the oldest program of PIEAS?,"{'answer_start': [17586], 'text': ['MS Nuclear Engineering is the oldest program of PIEAS which was started in 1969.']}",Programs
625695,Which fields are the oldest ones in PIEAS?,"{'answer_start': [17586], 'text': ['MS Nuclear Engineering is the oldest program of PIEAS which was started in 1969.']}",Programs
625660,What is BS-CIS latest fee/year structure in 2022?,"{'answer_start': [8407], 'text': ['The link to the latest Fee Structure 2022 for PIEAS academic programs is https://www.eduvision.edu.pk/pakistan-institute-of-engineering-applied-sciences-pieas-islamabad-ins-27']}",Programs
625717,What are the languages taught in CIS?,"{'answer_start': [15669], 'text': ['At start  C language is taught but most importantly concepts are cleared from examples of different languages.As concept of codes are more important than language.']}",Programs
625721,Are competitions held in CIS degree program?,"{'answer_start': [16188], 'text': ['Yes  competitions are held for the students  so that they can enhance their capability. Also  projects are a part in this degree program.']}",Programs
690510,Does PIEAS send its students abroad for hiigher studies?,"{'answer_start': [592], 'text': ['Students having good scores throughout are considered for abroad studies at PIEAS']}",Programs
690547,How many BS programs does PIEAS offer?,"{'answer_start': [6315], 'text': ['Currently, it offers six BS programs. 1. BS in Electrical Engineering 2. BS in Mechanical Engineering 3. BS in Computer and Informational Sciences 4. BS in Physics 5. BS in Metallurgy and Materials Engineering 6. BS in Chemical engineering']}",Programs
690555,How many MCQs are there in PIEAS test? What are the subjects and division of MCQs per subject?,"{'answer_start': [8479], 'text': ['There are a total of 90 MCQs and are distributed in three subjects. The distribution is as follows: -Mathematics?Biology: 30MCQs -Physics: 30 MCQs -Chemistry/Computer: 30MCQs']}",Programs
690605,Degree programs offered in Pieas?,"{'answer_start': [30298], 'text': ['PIEAS offers BS, MS, MPhil and PhD degree programs']}",Programs
690537,If a student takes a course(s) in summer semester at what rate the fee will be charged?,"{'answer_start': [4495], 'text': ['The tuition fee for students is course based. For detail please click on the link:http://admissions.pieas.edu.pk/Academic_Rules/fee_structure.html']}",Programs
690609,To whom pieas offers short courses?,"{'answer_start': [30706], 'text': ['To engineers, scientists and other professionals for their continuing professional development']}",Programs
690604,What are the Disciplines in PIEAS?,"{'answer_start': [30199], 'text': ['Disciplines of engineering, natural sciences and formal sciences']}",Programs
690582,What is the Domain of IEEE in PIEAS?,"{'answer_start': [24110], 'text': ['Aerospace and Electronic SystemsÂ\xa0Antennas and PropagationÂ\xa0Broadcast TechnologyÂ\xa0Circuits and SystemsÂ\xa0CommunicationsÂ\xa0Components, Packaging, and Manufacturing TechnologyÂ\xa0Computational IntelligenceÂ\xa0ComputerÂ\xa0Consumer ElectronicsÂ\xa0Control SystemsÂ\xa0Dielectrics and Electrical InsulationÂ\xa0Education*Â\xa0Electron DevicesÂ\xa0Engineering EntrepreneurshipÂ\xa0Electromagnetic CompatibilityÂ\xa0Engineering in Medicine and BiologyÂ\xa0Geoscience and Remote SensingÂ\xa0Industrial ElectronicsÂ\xa0Industry Applications*Â\xa0Information TheoryÂ\xa0Instrumentation and MeasurementÂ\xa0Intelligent Transportation SystemsÂ\xa0MagneticsÂ\xa0Microwave Theory and TechniquesÂ\xa0Nuclear and Plasma SciencesÂ\xa0Oceanic EngineeringÂ\xa0PhotonicsÂ\xa0Power ElectronicsÂ\xa0Power & EnergyÂ\xa0Product Safety EngineeringÂ\xa0Professional Communication*Â\xa0ReliabilityÂ\xa0Robotics and AutomationÂ\xa0Signal ProcessingÂ\xa0Social Implications of Technology*Â\xa0Solid-State CircuitsÂ\xa0Systems, Man, and CyberneticsÂ\xa0Ultrasonic, Ferroelectrics, and Frequency ControlÂ\xa0Vehicular Technology']}",Programs
690610,What is the duration of these courses?,"{'answer_start': [0], 'text': ['0']}",Programs
690564,"What was the last yearâ€™s aggregate of EE, ME and others? How many MCQs we should do correctly to secure admission in this field (EE or ME or whatever)?","{'answer_start': [14420], 'text': ['I already told that PIEAS does not reveal any result in the form of aggregate or marks. It only shows a merit number. So where did the merit stop last year? Let us answer that question. Â· Mechanical Engineering Remember ME has the highest merit in PIEAS. Last year (2021) merit of ME stopped at 325. If you have a good score in F.Sc and matric, then 75+ correct MCQs is almost a safe zone to secure admission in Mechanical engineering PIEAS. Â· Electrical Engineering Last year, EE merit stopped near 573 merit number. To secure admission in EE, 70+ correct MCQs is a safe zone (not surely in the first list, but in upcoming lists). Â· Computer Science The merit of CS is also near EE merit, lower than it obviously (617). 65+ correct MCQs can easily secure the admission for you in computer science. Â· Physics The merit of Physics was lower than CS too. Its ending merit number was 631. So, 65+ correct MCQs can do your work. Â· Chemical Engineering and Material Engineering Their merit number was the lowest last year as they are new departments in PIEAS. Merit of chemical engineering stopped at 801 and of materials, it ended at 921. From this discussion, two things are obvious: 1. If your previous score of Matric/F.Sc is satisfactory, then 75+ correct MCQS can easily get your admission secured in any of your desired fields. 2. If your correct number of MCQs are less than 60, then your chances for selection are very low. You will hardly get selected in physics, MME or CE. You can also see the merit list by clicking this link http://admissions.PIEAS.edu.pk/Admissions/BSFifthMeritList.htm']}",Programs
690611,Which areas do these short courses cover?,"{'answer_start': [30938], 'text': ['the areas covered have included reactor supervision and operation, health physics, medical physics, laser technology, vacuum technology, computer applications advanced reactor safety and management sciences']}",Programs
690606,Which degree program is dominated?,"{'answer_start': [30384], 'text': ['Postgraduate degree programs dominate']}",Programs
6906620,Does pieas offers Masters/MS?,"{'answer_start': [38451], 'text': ['Yes']}",Programs
690663,Does pieas offers Phd?,"{'answer_start': [38478], 'text': ['Yes']}",Programs
690683,How QEC ensures academic excellence?,"{'answer_start': [41788], 'text': ['BY development of quality assurance processes and methods of self-evaluation; Affirm that the quality of provisions and the standards of awards are being maintained; To foster curriculum development of subject area, faculty, together with research and other scholarly activities.']}",Programs
690667,In which discipline PIEAS offer BS,"{'answer_start': [38796], 'text': ['Chemical Engineering -Â\xa0Electrical Engineering - Mechanical Engineering - Metallurgy and Materials Engineering - Computer and Information Sciences - Physics']}",Programs
690668,In which discipline PIEAS offers Ms/Mphil,"{'answer_start': [38994], 'text': ['Chemical Engineering -Â\xa0Electrical Engineering - Mechanical Engineering - Metallurgy and Materials Engineering - Computer and Information Sciences - Physics']}",Programs
690657,What were the degree programs offered in CNS?,"{'answer_start': [37512], 'text': ['CNS introduced several new degree programmes which included M.Sc. (Systems Engineering) in 1988; M.Sc. (Nuclear Medicine) in 1989; and Ph.D. (Nuclear Engineering) in 1990.Â\xa0\nWhen did CNS name was changed?\tDue to enhancements in CNS infra-structure that created the capability for offering programmes in many different fields, its name was changed to ""Pakistan Institute of Engineering & Applied Sciences"", (PIEAS), in 1997.']}",Programs
690666,Disciplines of PIEAS?,"{'answer_start': [38590], 'text': ['Engineering  -Â\xa0Â\xa0Electrical Engineering  -Â\xa0Mechanical Engineering -Â\xa0 Metallurgy and Materials Engineering  - Computer and Information Sciences -Â\xa0Medical Sciences - Physics']}",Programs
690664,What is regular duration of BS?,"{'answer_start': [38513], 'text': ['\t4 years']}",Programs
690665,What is regular duration of MS/Mphil?,"{'answer_start': [38560], 'text': ['2 years']}",Programs
690790,List down some terms of reference of program team of QEC?,"{'answer_start': [49817], 'text': ['The Program Team has the following terms of reference: To attend Self-Assessment Report (SAR) meetings as and when required; To ensure Self-Assessment Mechanism is being implemented as per given guidelines prescribed by the HEC. To collect and document the information required to fulfill the prescribed standards under each criterion. To provide justification for each standard if it is not applicable. Â\xa0To keep the record of the supporting documents addressing various standards of the SAR. To communicate with the management on the effectiveness and suitability of the SA mechanism.']}",Programs
690806,What are the end results of first phase of Academic Quality Assurance Program?,"{'answer_start': [54108], 'text': ['During this phase, Self-Assessment cycle has been completed for Twelve different Academic Programs covering Six different Departments of PIEAS. The cycle covers: formation of Program Teams, Self-Assessment Report, formation and visit of Academic Assessment Teams, AT Reports, Departmental Implementation Plans, Executive Summaries, Follow-up of Implementation Plans and the Corrective/Preventive Action Reports.']}",Programs
690795,What are the terms of reference of program team of QEC?,"{'answer_start': [51722], 'text': ['The Program Team has the following terms of reference: Â\xa0To attend Self-Assessment Report (SAR) meetings as and when required; To ensure Self-Assessment Mechanism is being implemented as per given guidelines prescribed by the HEC.  To collect and document the information to fulfill the prescribed standards under each criterion. To provide justification for each standard if it is not applicable. Â\xa0To keep the record of the supporting documents addressing various standards of the SAR. Â\xa0To communicate with the management on the effectiveness and suitability of the SA mechanism.']}",Programs
690788,What are the TOR of program team of QEC?,"{'answer_start': [49170], 'text': ['The Program Team has the following terms of reference: Â\xa0To attend Self-Assessment Report (SAR) meetings as and when required; To ensure Self-Assessment Mechanism is being implemented as per given guidelines prescribed by the HEC.  To collect and document the information required to fulfill the prescribed standards under each criterion. To provide justification for each standard if it is not applicable. Â\xa0To keep the record of the supporting documents addressing various standards of the SAR. Â\xa0To communicate with the management on the effectiveness and suitability of the SA mechanism.']}",Programs
690810,What has been done first part of Academic Quality Assurance Program?,"{'answer_start': [55088], 'text': ['During this phase, Self-Assessment cycle has been completed for Twelve different Academic Programs covering Six different Departments of PIEAS. The cycle covers: formation of Program Teams, Self-Assessment Report, formation and visit of Academic Assessment Teams, AT Reports, Departmental Implementation Plans, Executive Summaries, Follow-up of Implementation Plans and the Corrective/Preventive Action Reports.']}",Programs
690812,What has been done in first part of Academic Quality Assurance Program?,"{'answer_start': [55573], 'text': [' During this phase, Self-Assessment cycle has been completed for Twelve different Academic Programs covering Six different Departments of PIEAS. The cycle covers: formation of Program Teams, Self-Assessment Report, formation and visit of Academic Assessment Teams, AT Reports, Departmental Implementation Plans, Executive Summaries, Follow-up of Implementation Plans and the Corrective/Preventive Action Reports.']}",Programs
690800,What has been done in first phase of Academic Quality Assurance Program?,"{'answer_start': [52541], 'text': ['The First Phase of implementation of Academic Quality Assurance has been completed. During this phase, Self-Assessment cycle has been completed for Twelve different Academic Programs covering Six different Departments of PIEAS. The cycle covers: formation of Program Teams, Self-Assessment Report, formation and visit of Academic Assessment Teams, AT Reports, Departmental Implementation Plans, Executive Summaries, Follow-up of Implementation Plans and the Corrective/Preventive Action Reports.']}",Programs
690804,What measures were implemented in first phase of Academic Quality Assurance Program?,"{'answer_start': [53615], 'text': ['During this phase, Self-Assessment cycle has been completed for Twelve different Academic Programs covering Six different Departments of PIEAS. The cycle covers: formation of Program Teams, Self-Assessment Report, formation and visit of Academic Assessment Teams, AT Reports, Departmental Implementation Plans, Executive Summaries, Follow-up of Implementation Plans and the Corrective/Preventive Action Reports.']}",Programs
690515,Does PIEAS offer degree in Computer Engineering?,"{'answer_start': [862], 'text': ['No, only degree in Computer and Information Sciences is offered']}",Programs
690507,Does PIEAS offer degree in social sciences?,"{'answer_start': [325], 'text': ['No, there are only 6 degree programs at undergrad level: Mechanical Engineering, Electrical Engineering, Metallurgy and Materials Engineering, Chemical Engineering, Physics, Computer and Informationm Sciences.']}",Programs
690607,Does pieas offer short courses?,"{'answer_start': [30454], 'text': ['Yes, it offers specialized short courses to engineers, scientists and other professionals for their continuing professional development']}",Programs
625732,Does PIEAS offer any program of medical science?,"{'answer_start': [12024], 'text': ['Following are the programmes offered by Department of Medical Sciences :  PhD Nuclear Medicine, MS Nuclear Medicine, MS Radiation & Medical Oncology']}",Programs
625654,Any HEC-approved Ph.D. supervisor in Chemical engineering?,"{'answer_start': [8179], 'text': ['The HEC-approved Ph.D. supervisors in Chemical Engg are:Muhammad Zaman (Head of the Department), Mansoor Hameed Inayat, Atta Ullah (Head, Utility Maintenance Division), Adnan Hamid (Head, Residential Services Division / Warden)']}",Programs
625600,Does PIEAS send its students abroad for hiigher studies?,"{'answer_start': [453], 'text': ['Students having good scores throughout are considered for abroad studies at PIEAS']}",Programs
625694,For which field PIEAS famous for?,"{'answer_start': [13671], 'text': ['PIEAS is mostly famous for its engineering programs.']}",Programs
625641,How many departments are there for BS in PIEAS ?,"{'answer_start': [13619], 'text': ['There are total 6 departments in PIEAS in BS level.']}",Programs
625664,How many departments are there for BS in PIEAS ?,"{'answer_start': [13619], 'text': ['There are total 6 departments in PIEAS in BS level.']}",Programs
625673, How many departments are there in PIEAS ?,"{'answer_start': [11152], 'text': ['There are Total Ten departments of PIEAS.']}",Programs
625693,How many departments are there in PIEAS in BS ?,"{'answer_start': [11194], 'text': ['There are total six departments that allow BS-program which are: Computer and Information Sciences, Chemical Engineering, Electrical Engineering,  Mechanical Engineering , Metallurgy & Materials Engineering, Physics & Applied Mathematics']}",Programs
625702,How many fields are there at MS level in PIEAS other than engineering ones?,"{'answer_start': [14820], 'text': ['Admission is open to the 15 MS Programs at PIEAS and KINPOE-C at fellowship and regular fee basis.']}",Programs
625716,How many programs are there in CIS?,"{'answer_start': [11732], 'text': ['Following are the programmes offered by DCIS :  PhD Computer Science, MS Computer Science, MS Cyber Security, BS Computer and Information Sciences']}",Programs
625642,How many students are enrolled for each session for one department in BS ?,"{'answer_start': [9764], 'text': ['The number of students varies from department to department and it is not fixed every year but approximately 40 to 50 students are enrolled for one degree programme in BS.']}",Programs
625665,How many students are enrolled for each session for one department in BS ?,"{'answer_start': [9764], 'text': ['The number of students varies from department to department and it is not fixed every year but approximately 40 to 50 students are enrolled for one degree programme in BS.']}",Programs
625731,How many total credit hours are there in BS(CIS)?,"{'answer_start': [18000], 'text': ['BS(CIS) course comprises of minimum 137 credit hours.']}",Programs
625624,Is grading system at Pieas absolute or relative?,"{'answer_start': [3709], 'text': ['The grading system at Pieas is absolute.']}",Programs
625706,Is it compulsory for BS students to study pakstudies and islamiat?,"{'answer_start': [14381], 'text': ['Yes  Pakstudies and Islamiat are compulsory subjects for the students of BS.']}",Programs
625677,What are the Adcademic Programmes offered by Department of Computer & Information Sciences ?,"{'answer_start': [11732], 'text': ['Following are the programmes offered by DCIS :  PhD Computer Science, MS Computer Science, MS Cyber Security, BS Computer and Information Sciences']}",Programs
625678,What are the Adcademic Programmes offered by Department of  Physics & Applied Mathematics?,"{'answer_start': [11879], 'text': ['Adcademic Programmes offered by Department of  Physics & Applied Mathematics are following: BS Physics, MS Physics, PhD Physics, Medical Physics']}",Programs
625727,What are the course contents of BS(CIS)?,"{'answer_start': [17444], 'text': ['The course contents of BS(CIS) can be downloaded from this link: http://www.pieas.edu.pk/BS_Computer_Information_Sciences_Course_Contents.pdf']}",Programs
625679,What are the programmes offered by Department of Medical Sciences ?,"{'answer_start': [12024], 'text': ['Following are the programmes offered by Department of Medical Sciences :  PhD Nuclear Medicine, MS Nuclear Medicine, MS Radiation & Medical Oncology']}",Programs
625703,What is the duration of degree programmes ?,"{'answer_start': [14163], 'text': ['The regular duration of BS and MS / M Phil degree programs is 4 and 2 years']}",Programs
625644,WHAT IS THE FEE STRUCTURE OF PIEAS BS PROGRAMS WITHOUT HOSTEL AND TRANSPORT FACILITY?,"{'answer_start': [6238], 'text': ['Rs 99000/- FOR FIRST SEMESTER ONLY.2ND SEMESTER ONWARDS RS 59000 ONLY']}",Programs
625723,What undergraduate programs are offered by the Department of Computer and Information Sciences?,"{'answer_start': [624], 'text': ['No, only degree in Computer and Information Sciences is offered']}",Programs
625683,Which degree programmes are offered by Chemical Engineering Department?,"{'answer_start': [12470], 'text': ['BS Chemical Engineering, MS Process Engineering, MS Mineral Resource Engineering, PhD Chemical Engineering.']}",Programs
625689,Which degree programmes are offered by Electrical Engineering Department?,"{'answer_start': [13228], 'text': ['BS Electrical Engineering, MS Electrical Engineering, MS Systems Engineering, PhD Systems Engineering']}",Programs
625686,Which degree programmes are offered by Mechanical Engineering Department?,"{'answer_start': [12762], 'text': ['BS Mechanical Engineering, MS Mechanical Engineering, PhD Mechanical Engineering']}",Programs
625674,Which departments of PIEAS offers BS-program?,"{'answer_start': [11194], 'text': ['There are total six departments that allow BS-program which are: Computer and Information Sciences, Chemical Engineering, Electrical Engineering,  Mechanical Engineering , Metallurgy & Materials Engineering, Physics & Applied Mathematics']}",Programs
625685,Which labs are available for Chemical Engineering Department?,"{'answer_start': [12642], 'text': ['Chemical Engineering Laboratory, Mineral Processing Laboratory, Analytical Chemistry Laboratory, X-Ray Fluorescence Lab']}",Programs
625688,Which labs are available for Mechanical Engineering Department?,"{'answer_start': [12918], 'text': ['Fluid Mechanics and Heat Transfer Lab, Engineering Mechanics Lab, Mechanics of Materials Lab, Computational Mechanics Lab, Engineering Drawing Lab, Thermodynamics Lab, Measurement and Instrumentation Lab,Refrigeration and Air Conditioning Lab, Manufacturing Processes Lab, Mechanical Vibration Lab, Workshops.']}",Programs
625691,Which labs are available for Electrical Engineering Department?,"{'answer_start': [13399], 'text': ['Digital Control Laboratory, Robotics and Automation Laboratory , Applied Electronics Laboratory, Signal and Image Processing Laboratory']}",Programs
625718,What is the grading process in CIS?,"{'answer_start': [3709], 'text': ['The grading system at Pieas is absolute.']}",Programs
625711,How many programmes are offered in MS ?,"{'answer_start': [14820], 'text': ['Admission is open to the 15 MS Programs at PIEAS and KINPOE-C at fellowship and regular fee basis.']}",Programs
625701,How many engineering fields are there at MS level in PIEAS?,"{'answer_start': [14072], 'text': ['There are almost   8   engineering   fields.']}",Programs
625724,How many postgraduate programs are offered by the Department of Computer and Information Sciences?,"{'answer_start': [15566], 'text': ['PhD Computer Science, MS Computer Sciences, MS Cyber Security']}",Programs
625671, Can I freeze a semester in BS?,"{'answer_start': [10692], 'text': ['A student may be allowed to freeze his/her semester only if he/she has a valid reason for it.Freezing a semester shall be allowed after completion of two years (four semesters).']}",Programs
