id,question,answers,label
1012533,"Can a candidate apply for more than one program at Masterâ€™s level?
","{'answer_start': [2095], 'text': ['he candidate needs to take the test in his/her basic degree (e.g., Electrical Engineering-Power). Once he/she gets selected the candidate will be placed in a specific program in zero semester.']}",Admissions
1012527,"Can a candidate apply on the basis of SAT or ACT score?
","{'answer_start': [2839], 'text': ['PIEAS has reserved some seats for admission in BS programs through SAT-II and ACT scores. This option is specially to accommodate overseas Pakistanis.']}",Admissions
1012535,"Can a candidate apply on the basis of SAT or ACT score?
","{'answer_start': [2839], 'text': ['PIEAS has reserved some seats for admission in BS programs through SAT-II and ACT scores. This option is specially to accommodate overseas Pakistanis.']}",Admissions
1012532,"I am a foreigner and want to get admission in PIEAS?
","{'answer_start': [1830], 'text': ['\tForeign students seeking admissions to this Institute are required to submit their applications through International Students office at PIEAS using the email: international.students@pieas.edu.pk']}",Admissions
1012526,"I have not taken FSc board exam yet, can I apply for a BS program at PIEAS?
","{'answer_start': [357], 'text': ['The candidate must have First yearâ€™s result (HSSC-I) available to appear in PIEAS entry test. PIEAS will grant provisional admission on the basis of PIEAS entry test result and marks obtained in matric (SSC) and First year (HSSC-I) board examâ€™s result. The admissions will be confirmed after the board announces Second year (HSSC-II) result. Students will be expected to clear HSSC with at least 60% marks to retain their admission.']}",Admissions
1012531,"Is an equivalence certificate of qualification other than Matric & FSc necessary?
","{'answer_start': [1652], 'text': ['Yes. Such candidates should obtain equivalence from IBCC - Inter Board Committee of Chairmen, https://equivalence.ibcc.edu.pk']}",Admissions
1012481,"Can a candidate appear for the written test in his/her hometown?
","{'answer_start': [4242], 'text': ['PIEAS admission test is conducted in many major cities of Pakistan. A student can appear in any of these centers nearest to his/her home town.']}",Admissions
1012478,"What are the eligibility criteria for admission in different undergraduate programs?
","{'answer_start': [3638], 'text': ['Please refer to Information Leaflet.']}",Admissions
1012473,"What is the deadline for submission of SAT score?
","{'answer_start': [2882], 'text': ['SAT scores must be sent to Registrar, PIEAS not later than the deadline mentioned in the admission advertisement.']}",Admissions
1012492,"What is the pattern of the admission test?
","{'answer_start': [5996], 'text': ['Sample paper is available on PIEAS website.']}",Admissions
1012469,"What is the procedure for application for admission in PIEAS?
","{'answer_start': [2011], 'text': ['A candidate seeking admission in PIEAS has to apply online through a link on PIEAS website.']}",Admissions
1012475,"What is the processing fee for online registration for Admission?
","{'answer_start': [3064], 'text': ['Please refer to fee structure']}",Admissions
1012491,"What is the syllabus of Entry Test subjects and the format of questions?
","{'answer_start': [5913], 'text': ['Sample test are available on our website.']}",Admissions
1012497,"When is the final list for successful candidates displayed?
","{'answer_start': [6701], 'text': ['A list of successful candidates is made available on our website after about 4-6 weeks of the admission written test.']}",Admissions
1012464,"When PIEAS offers admissions in its programs?
","{'answer_start': [1618], 'text': ['PIEAS offers admission once a year in fall semester (September) every year.']}",Admissions
1012471,"Who can apply for admission, in PIEAS BS programs, on the basis of SAT?
","{'answer_start': [2307], 'text': ['All Pakistani nationals of both Matric / F.Sc. or O / A level streams are eligible to compete on the basis of SAT score. Admission shall be based on SAT II result of three subjects (Physics, Chemistry and Mathematics level II). The SAT score should be at least 2000 or more. The PIEAS institutional code to receive SAT scores is 7272.']}",Admissions
1012518,Whom should I contact for queries about PIEAS Entry Test for Undergraduate/Graduate Programs?,"{'answer_start': [5791], 'text': ['Director Academics, PIEAS.\nadmissions@pieas.edu.pk']}",Admissions
1012519,Would the admission processing fee / security deposit be refundable in case a candidate name does not appear in the merit list?,"{'answer_start': [5434], 'text': ['No. Admission processing fee once deposited cannot be refunded.']}",Admissions
1012527,"Can a candidate apply on the basis of SAT or ACT score?
","{'answer_start': [2839], 'text': ['PIEAS has reserved some seats for admission in BS programs through SAT-II and ACT scores. This option is specially to accommodate overseas Pakistanis.']}",Admissions
1012535,"Can a candidate apply on the basis of SAT or ACT score?
","{'answer_start': [2839], 'text': ['PIEAS has reserved some seats for admission in BS programs through SAT-II and ACT scores. This option is specially to accommodate overseas Pakistanis.']}",Admissions
1012532,"I am a foreigner and want to get admission in PIEAS?
","{'answer_start': [1830], 'text': ['\tForeign students seeking admissions to this Institute are required to submit their applications through International Students office at PIEAS using the email: international.students@pieas.edu.pk']}",Admissions
1012526,"I have not taken FSc board exam yet, can I apply for a BS program at PIEAS?
","{'answer_start': [357], 'text': ['The candidate must have First yearâ€™s result (HSSC-I) available to appear in PIEAS entry test. PIEAS will grant provisional admission on the basis of PIEAS entry test result and marks obtained in matric (SSC) and First year (HSSC-I) board examâ€™s result. The admissions will be confirmed after the board announces Second year (HSSC-II) result. Students will be expected to clear HSSC with at least 60% marks to retain their admission.']}",Admissions
1012531,"Is an equivalence certificate of qualification other than Matric & FSc necessary?
","{'answer_start': [1652], 'text': ['Yes. Such candidates should obtain equivalence from IBCC - Inter Board Committee of Chairmen, https://equivalence.ibcc.edu.pk']}",Admissions
1012529,"What is the syllabus of Entry Test subjects and format of questions?
","{'answer_start': [1244], 'text': ['The syllabus of FSc (HSSC) is the syllabus of PIEAS Entry Test for BS programs. The test questions will contain MCQs based with four options: A, B, C, D']}",Admissions
1012528,"When is the final list for successful candidates displayed?
","{'answer_start': [1057], 'text': ['A list of successful candidates is made available on our website after about 4-6 weeks of the admission written test.']}",Admissions
1012534,"Who can apply for admission, in PIEAS BS programs, on the basis of SAT or ACT?
","{'answer_start': [2367], 'text': ['All Pakistani nationals of both Matric / F.Sc. or O / A level streams are eligible to compete on the basis of SAT-II or ACT score. Admission shall be based on SAT II result of three subjects (Physics, Chemistry and Mathematics level II) or ACT score. The SAT score should be at least 2000 or more while ACT score should be at least 26. The PIEAS institutional code to receive SAT scores is 7272 and for ACT is 3783.']}",Admissions
10125409,"Does PIEAS offer scholarship?
","{'answer_start': [2840], 'text': ['Yes, PIEAS offers scholarships to deserving students based on various criteria. The details of available scholarships can be obtained from the official PIEAS website pieas.edu.pk']}",Admissions
1012543,How can I apply to receive a degree?,"{'answer_start': [498], 'text': [""To receive a degree from PIEAS, you need to fulfill the academic requirements of your program, including completing all the required courses, projects, and examinations. The degree application process usually involves submitting an application form, providing necessary documents, and paying the required fees. It is recommended to contact the academic office or the registrar's office at PIEAS for detailed information on the degree application process.""]}",Admissions
1012547,"How much percentage do i need to get into PIEAS?
","{'answer_start': [2479], 'text': ['The admission criteria and required percentage may vary each year. Generally, a competitive percentage is required for admission to PIEAS. It is recommended to check the official PIEAS website or contact the admissions office for the most accurate and up-to-date information.']}",Admissions
1012545,"Should i take get an admission at PIEAS? 
","{'answer_start': [1943], 'text': ['PIEAS is known for its quality education and research opportunities. It is a reputable institution, so obtaining admission can be beneficial for your academic and professional growth.']}",Admissions
1012566,What is the date of joining PIEAS for MS admissions?,"{'answer_start': [3257], 'text': ['The date of joining PIEAS for MS admissions is 6th November 2023 (Monday) (Tentative). For further information, go to this website: http://admissions.pieas.edu.pk/']}",Admissions
1012565,"When will the final merit list for postgraduate admissions be available on the web at PIEAS?
","{'answer_start': [2989], 'text': ['The final merit list for postgraduate admissions will be available on the web at PIEAS on 4th September 2023 (Monday) (Tentative). For further information, go to this website: http://admissions.pieas.edu.pk/']}",Admissions
1012558,"When is the written test for undergraduate admissions (Test 2) at PIEAS?
","{'answer_start': [1121], 'text': ['The written test for undergraduate admissions (Test 2) at PIEAS is scheduled for 30th July 2023 (Sunday) in selected cities only. For further information, go to this website: http://admissions.pieas.edu.pk/']}",Admissions
1012555,"When is the written test for undergraduate admissions (Test 1) at PIEAS?
","{'answer_start': [333], 'text': ['The written test for undergraduate admissions (Test 1) at PIEAS is scheduled for 9th July 2023 (Sunday). For further information, go to this website: http://admissions.pieas.edu.pk/']}",Admissions
1012560,"What is the date of joining PIEAS for undergraduate admissions?
","{'answer_start': [1694], 'text': ['The date of joining PIEAS for undergraduate admissions is 11th September 2023 (Monday). For further information, go to this website: http://admissions.pieas.edu.pk/']}",Admissions
1012554,"What is the last date to apply for Test 1 in undergraduate admissions at PIEAS?
","{'answer_start': [86], 'text': ['The last date to apply for Test 1 in undergraduate admissions at PIEAS is 13th June 2023. For further information, go to this website: http://admissions.pieas.edu.pk/']}",Admissions
1012557,"What is the last date to apply for Test 2 in undergraduate admissions at PIEAS?
","{'answer_start': [874], 'text': ['The last date to apply for Test 2 in undergraduate admissions at PIEAS is 21st July 2023. For further information, go to this website: http://admissions.pieas.edu.pk/']}",Admissions
1012564,"When are the interviews for postgraduate admissions at PIEAS?
","{'answer_start': [2682], 'text': ['The interviews for postgraduate admissions at PIEAS are scheduled from 15th August 2023 (Tuesday) to 26th August 2023 (Saturday). For further information, go to this website: http://admissions.pieas.edu.pk/']}",Admissions
1012556,"When does the admission portal open for Test 2 in undergraduate admissions at PIEAS?
","{'answer_start': [607], 'text': ['The admission portal opens for Test 2 in undergraduate admissions at PIEAS on 10th July 2023 (Monday). For further information, go to this website: http://admissions.pieas.edu.pk/']}",Admissions
1012561,"When is the last date to apply for MS admissions at PIEAS?
","{'answer_start': [1925], 'text': ['The last date to apply for MS admissions at PIEAS is 13th June 2023. For further information, go to this website: http://admissions.pieas.edu.pk/']}",Admissions
1012562,"When is the written test for postgraduate admissions at PIEAS?
","{'answer_start': [2141], 'text': ['The written test for postgraduate admissions at PIEAS is scheduled for 8th July 2023 (Saturday). For further information, go to this website: http://admissions.pieas.edu.pk/']}",Admissions
1012559,"When will the final merit list for undergraduate admissions be available on the web at PIEAS?
","{'answer_start': [1429], 'text': ['The final merit list for undergraduate admissions will be available on the web at PIEAS on 7th August 2023 (Monday). For further information, go to this website: http://admissions.pieas.edu.pk/\n']}",Admissions
1012563,"When will the written test result for postgraduate admissions be available on the web at PIEAS?
","{'answer_start': [2418], 'text': ['The written test result for postgraduate admissions will be available on the web at PIEAS on 24th July 2023 (Monday). For further information, go to this website: http://admissions.pieas.edu.pk/']}",Admissions
1012589,"What is the duration of the written test for BS programs (Entry Test 2023)?
","{'answer_start': [1678], 'text': ['The duration of the written test is 3 hours (180 minutes).\n']}",Admissions
10012585,"What is the pattern, duration, and number of questions for the written test for BS programs at PIEAS, and where can I find further information?
","{'answer_start': [152], 'text': ['The written test for BS programs at PIEAS has a duration of 3 hours and consists of 100 multiple-choice questions. The number of questions for each section varies based on the subjects taken in FSc. For FSC-ICS (Math Physics, Computer Science), there are 10 English questions, 30 math (FSc level) questions, 30 physics questions, and 30 computer science questions. For FSc-Pre Med, there are 10 English questions, 30 math (matric level) questions, 30 physics questions, and 30 chemistry questions. For FSc-Pre Engg, there are 10 English questions, 30 math (FSc level) questions, 30 physics questions, and 30 chemistry questions. All the questions are of multiple-choice (MCQ) type with four possible answers (A, B, C, and D). There is no negative marking. For further information, please visit the PIEAS official website: pieas.edu.pk.']}",Admissions
1012596,"What are the eligibility criteria for BS programs at PIEAS?
","{'answer_start': [337], 'text': ['The eligibility criteria for BS programs at PIEAS are as follows:\nFor BS Engineering Programs: At least 60% marks in Matriculation/O-level and Intermediate (FSc Part I/II)/A-level with Physics, Chemistry, and Mathematics as major subjects.\nFor BS Computer & Information Sciences Program: At least 60% marks in Matriculation/O-level and Intermediate (FSc Part I/II)/A-level with Physics and Mathematics as major subjects.\nFor BS Physics Program: At least 60% marks in Matriculation/O-level and Intermediate (FSc Part I/II)/A-level with Physics as a major subject.\nCandidates with a Pre-Medical background can apply for BS Physics and BS Computer & Information Sciences programs.\nCandidates with FSc (Pre-Medical) background and an additional paper of Mathematics are also eligible to apply.\nCandidates with Intermediate (General Science) can apply for BS Computer & Information Sciences and BS Physics programs.\nDiploma of Associate Engineer (DAE) holders are eligible for BS Engineering programs as per PEC policy.\nCandidates waiting for results can also apply, but the intermediate/A-level or equivalent result with at least 60% marks or equivalent is required at the time of joining the BS program.']}",Admissions
1012597,"What is the application processing fee for BS admissions at PIEAS?
","{'answer_start': [1613], 'text': ['The application processing fee for BS admissions at PIEAS is Rs 3500/- within the due date. If paid within one week after the due date, the fee is Rs 4500/-.']}",Admissions
1012598,"How can the application processing fee be deposited?
","{'answer_start': [1833], 'text': ['The application processing fee can be deposited in the following ways:\n\nThrough the printed Challan in any Askari Bank branch of Pakistan (no bank service charges apply for submission through Askari Bank branches).\nThrough online deposit options (Rs. 40/= will be deducted from the user account).']}",Admissions
1012599,"What is the step-by-step application procedure for BS admissions at PIEAS?
","{'answer_start': [22013], 'text': ['The application submission is online only. Hard copy applications are not acceptable.\nGo to http://pieas.edu.pk/ and click on the ""Admission"" tab.\nCreate an account and login to start the online application.\nFill in and submit the online application form, following the instructions carefully.\nUpload a recent passport-size color photograph as per the defined standard.\nUpload academic documents.\nPrint the ""Bank Challan"" for the Application Processing Fee.\nMake the payment in the nearest Askari Bank and upload the image/scan copy of the paid deposit slip.\nPrint the ""Call Letter"" after verification of the fee through the bank.\nAppear for the test at the venue and date mentioned in the call letter.\nThe merit list will be placed on the PIEAS website within 3 weeks after the test.\nKeep visiting your profile on the website for any updates before and after the Entry Test.']}",Admissions
1012600,"How are candidates selected for BS programs at PIEAS?
","{'answer_start': [3151], 'text': ['The selection of candidates is based on the following criteria:\nPIEAS Written Test: 60%\nMatric: 15%\nF.Sc (Part I): 25%\nO-Level / A-Level: 40% of O-Level equivalence from IBCC (Inter Board Committee of Chairmen)']}",Admissions
10012601,"Are there any seats reserved for admission in BS programs based on SAT and/or ACT composite scores?
","{'answer_start': [3470], 'text': ['Yes, PIEAS has reserved some seats for admission in BS programs based on SAT II and/or ACT composite scores, especially to accommodate overseas Pakistanis.']}",Admissions
1012603,What is the fee refund policy for BS admissions at PIEAS?,"{'answer_start': [3900], 'text': ['The fee refund policy is as follows:\n\nComplete refund after deduction of admission charges if the request for refund is made up to the first week of semester I.\n50% refund if the request for refund is made in the 2nd week of semester I.\nNo refund after the 2nd week.']}",Admissions
1012606,"Are DAE (Diploma of Associate Engineer) holders eligible for BS Engineering programs at PIEAS?
","{'answer_start': [632], 'text': ['Yes, DAE holders are eligible to apply for BS Engineering programs at PIEAS as per the PEC (Pakistan Engineering Council) policy.\n']}",Admissions
1012618,"Are Pakistani nationals eligible to compete for admission at PIEAS based on SAT II or ACT scores?
","{'answer_start': [4244], 'text': ['es, Pakistani nationals of both Matric/F.Sc. and O/A level streams are eligible to compete for admission at PIEAS based on SAT II or ACT scores.\nIf you have any further queries or require more information, you can send an email to admissions@pieas.edu.pk or visit the PIEAS official website at pieas.edu.pk.']}",Admissions
1012609,"Are there any scholarships or financial support available for BS students at PIEAS?
","{'answer_start': [1770], 'text': ['Yes, need-based financial support in the form of tuition fee waivers is available for BS students at PIEAS, subject to satisfactory academic performance. Additionally, some public sector technical organizations provide sponsorships and employment opportunities after successful completion of the program.']}",Admissions
1012625,"Can ACT scores be submitted for admission consideration at PIEAS?
","{'answer_start': [7316], 'text': ['Yes, ACT scores can be submitted for admission consideration at PIEAS. The minimum ACT composite score required is 25 or more.\nIf you have any further queries or require more information, you can send an email to admissions@pieas.edu.pk or visit the PIEAS official website at pieas.edu.pk.']}",Admissions
1012607,"Can candidates who are waiting for their results apply for BS programs at PIEAS?
","{'answer_start': [852], 'text': ['Yes, candidates who are waiting for their results can apply for BS programs at PIEAS. However, they need to provide the intermediate/A-level or equivalent result with at least 60% marks or equivalent at the time of joining the BS program']}",Admissions
1012604,"Can candidates with a Pre-Medical background apply for BS Engineering programs at PIEAS?
","{'answer_start': [97], 'text': ['No, candidates with a Pre-Medical background are not eligible to apply for BS Engineering programs at PIEAS. They can apply for BS Physics and BS Computer & Information Sciences programs.']}",Admissions
1012605,"Can candidates with Intermediate (General Science) apply for BS Engineering programs at PIEAS?
","{'answer_start': [389], 'text': ['No, candidates with Intermediate (General Science) can only apply for BS Computer & Information Sciences and BS Physics programs at PIEAS.']}",Admissions
1012622,"How are the merit lists prepared for admission in BS programs at PIEAS based on SAT II scores?
","{'answer_start': [6062], 'text': ['Merit lists for admission in BS programs at PIEAS based on SAT II scores are prepared separately. The specific details of the merit list preparation process can be obtained from the PIEAS admission authorities.\nIf you have any further queries or require more information, you can send an email to admissions@pieas.edu.pk or visit the PIEAS official website at pieas.edu.pk.']}",Admissions
1012626,How many SAT II subject scores are required for admission to BS programs at PIEAS?,"{'answer_start': [7698], 'text': ['For admission to BS programs at PIEAS, three SAT II subject scores are required. The specific subject requirements vary depending on the chosen program of study.\nIf you have any further queries or require more information, you can send an email to admissions@pieas.edu.pk or visit the PIEAS official website at pieas.edu.pk.']}",Admissions
1012610,"Is there an orientation program for selected students at PIEAS?
","{'answer_start': [2148], 'text': ['Yes, once the applicant is selected for PIEAS, they will undergo an orientation program. The objective of the orientation program is to familiarize the students with the curricular and co-curricular environment at PIEAS.']}",Admissions
1012619,"What are the subject requirements for admission based on SAT II scores in different BS programs at PIEAS?
","{'answer_start': [4667], 'text': ['The subject requirements for admission based on SAT II scores in different BS programs at PIEAS are as follows:\n\nFor BS Electrical Engineering, BS Mechanical Engineering, BS Metallurgy & Materials Engineering, and BS Chemical Engineering: Physics, Mathematics (Level 2), and Chemistry.\nFor BS Computer and Information Sciences and BS Physics: Any three of the following: Physics, Mathematics (Level 2), Chemistry, Biology (E/M).\nIf you have any further queries or require more information, you can send an email to admissions@pieas.edu.pk or visit the PIEAS official website at pieas.edu.pk.']}",Admissions
1012611,"What does the first-semester fee include for BS programs at PIEAS?
","{'answer_start': [2444], 'text': ['The first-semester fee for BS programs at PIEAS includes a one-time charge of Rs 40,000/- in lieu of Admission & Registration Fee.']}",Admissions
1012617,"What is the basis for admission to BS programs at PIEAS on the SAT and/or ACT composite scores?
","{'answer_start': [3808], 'text': ['The basis for admission to BS programs at PIEAS on the SAT and/or ACT composite scores. Pakistani nationals can compete for admission based on SAT II or ACT scores.\nIf you have any further queries or require more information, you can send an email to admissions@pieas.edu.pk or visit the PIEAS official website at pieas.edu.pk.']}",Admissions
1012623,"What is the deadline for sending SAT II scores to the Registrar at PIEAS?
","{'answer_start': [65109], 'text': ['The deadline for sending SAT II scores to the Registrar at PIEAS will be mentioned in the admission advertisement. It is advisable to refer to the official PIEAS website or contact the admissions office for the most accurate and up-to-date information.\nIf you have any further queries or require more information, you can send an email to admissions@pieas.edu.pk or visit the PIEAS official website at pieas.edu.pk.']}",Admissions
1012616,"What is the ineligibility criteria?
","{'answer_start': [3383], 'text': ['Ineligibility Criteria\nAnyone having any of the following deficiencies is not eligible for admission at PIEAS:\no having less than 60% marks in Matric or FSc Part-I/II or both.\no having less than 60% marks in O/A level as per equivalence certificate issued by IBCC.\no failed/not appeared in any subject in FSc Part-I/II.']}",Admissions
1012624,"What is the institutional code for sending SAT II scores to PIEAS?
","{'answer_start': [7011], 'text': ['The institutional code for sending SAT II scores to PIEAS is 7272.\nIf you have any further queries or require more information, you can send an email to admissions@pieas.edu.pk or visit the PIEAS official website at pieas.edu.pk.']}",Admissions
1012621,"What is the minimum ACT composite score required for eligibility for admission at PIEAS?
","{'answer_start': [5700], 'text': ['The minimum ACT composite score required for eligibility for admission at PIEAS is 25 or more.\nIf you have any further queries or require more information, you can send an email to admissions@pieas.edu.pk or visit the PIEAS official website at pieas.edu.pk.']}",Admissions
1012620,"What is the minimum SAT II score required for eligibility for admission at PIEAS?
","{'answer_start': [5349], 'text': ['The minimum SAT II score required for eligibility for admission at PIEAS is 2000 or more.\nIf you have any further queries or require more information, you can send an email to admissions@pieas.edu.pk or visit the PIEAS official website at pieas.edu.pk.']}",Admissions
1012613,"What is the total fee excluding hostel accommodation and PIEAS transport for BS programs at PIEAS?
","{'answer_start': [2836], 'text': ['For the first semester: Rs 99,000/-\nFor regular semesters of BS* programs based on 18 credit hours: Rs 59,000/-']}",Admissions
1012470,"Can a candidate apply on the basis of SAT score?
","{'answer_start': [2154], 'text': ['PIEAS has reserved some seats for admission in BS programs through SAT scores.']}",Admissions
1012482,"Can a candidate change his/her choice of the test center after filing the online application form?
","{'answer_start': [4482], 'text': ['No.']}",Admissions
1012499,"Can I change the discipline after I have taken admission?
","{'answer_start': [6879], 'text': ['Yes. You can change once, provided you are eligible for the new discipline and a vacant seat is available.']}",Admissions
1012487,"Do a candidate appearing for the MS program in an Engineering Discipline need registration with Pakistan Engineering Council (PEC)?
","{'answer_start': [50254], 'text': ['Yes, PEC registration is a mandatory requirement.']}",Admissions
1012477,"Does PIEAS offer scholarship/financial assistance?
","{'answer_start': [3437], 'text': ['PIEAS provide need based financial support in the form of tuition fee waiver subject to satisfactory performance.']}",Admissions
1012493,"Does the University follow an open merit policy in awarding admissions?
","{'answer_start': [6114], 'text': ['Yes. PIEAS admissions are strictly on merit and there is no quota reserved for any category/region etc.']}",Admissions
1012466,"How one can apply for admission in PIEAS?
","{'answer_start': [1738], 'text': ['Admissions are announced in April/May every year. Admissions are announced through advertisements in renowned national NEWS papers of Pakistan. Announcement for admission is also highlighted on PIEAS website.']}",Admissions
1012483,"I am a foreigner and want to get admission in PIEAS?
","{'answer_start': [4541], 'text': ['Foreign students seeking admissions to this Institute are required to submit their applications through the Ministries of Foreign Affairs / Education, Government of Pakistan.']}",Admissions
1012476,"I am in my final year of A Levels and my result will be announced later on this year. Can I apply?
","{'answer_start': [3196], 'text': ['Yes, students waiting for their results may also apply. However, the intermediate/A-level result with at least 60% marks or equivalent is required at the time of joining the BS program.']}",Admissions
1012495,"I appeared in FSc final exam but have not yet received the result. Can I apply for admission?
","{'answer_start': [6314], 'text': ['Yes, you can apply as a result awaiting candidate. However you are required to submit the result at the time of joining, which is usually first week of September.']}",Admissions
1012489,"I could not appear in the PIEAS Entry Test, Can I take the Test on some other day?
","{'answer_start': [5579], 'text': ['No, PIEAS entry test is taken once a year on a specific time/date in all major cities of Pakistan at the same time.']}",Admissions
1012496,"If I failed to attain the required marks/percentage/CGPA as a result awaiting candidate, what will happen?
","{'answer_start': [6586], 'text': ['In such a case your admission shall stand cancelled.']}",Admissions
1012472,"If I have taken SAT Reasoning & SAT Subject Tests, do I still have to sit in the Entry Test?
","{'answer_start': [2737], 'text': ['A student can apply for admission on the basis of SAT II scores or PIEAS entry test or both.']}",Admissions
1012501,"I have DAE background, am I eligible for admission?","{'answer_start': [7207], 'text': ['Yes, DAE holders with 60% marks both in Matric and DAE are eligible to apply for admission. They must have studied Physics, Chemistry and Mathematics for admission to BS engineering programs and Physics & Mathematics as major subject for admission to BS Computer & Information Sciences program and Physics.']}",Admissions
1012462,"I have not taken FSc board exam yet, can I apply for a BS program at PIEAS?
","{'answer_start': [1291], 'text': ['Yes, PIEAS will grant provisional admission on the basis of PIEAS entry test result and marks obtained in SSC exam. The admissions will be confirmed after the board announces HSSC result. Students will be expected to clear HSSC with at least 60% marks to retain their admission.']}",Admissions
1012484,"Is an equivalence certificate of qualification other than Matric & FSc necessary?
","{'answer_start': [4800], 'text': ['Yes.']}",Admissions
1012486,"Is there any age limit for Graduate Admission?
","{'answer_start': [40963], 'text': ['There is no age limit for regular fee paying students. However, for MS fellowships, age limit is 32 years for medical doctors and 27 years for other discipline.']}",Admissions
1012485,"Is there any age limit for Undergraduate Admission?
","{'answer_start': [4859], 'text': ['There is no age limit for regular fee paying students.']}",Admissions
625616,Does Pieas offer admission during spring?,"{'answer_start': [2975], 'text': ['No Pieas offer admission only once in a year during fall.']}",Admissions
625606,Does PIEAS offer any scholarship for BS students?,"{'answer_start': [4470], 'text': ['Yes sure! A deserving one can get easily a scholarship if he applies for it.']}",Admissions
625596,Does admission in BS at PIEAS confirms MS fellowship?,"{'answer_start': [60], 'text': ['No, MS fellowship is given only on merit basis after qualifying initial test and interview']}",Admissions
625626,Does PIEAS offer scholarship / financial assistance?,"{'answer_start': [403], 'text': ['ESF(ehsas scholarship) and pieas own scholarship.']}",Admissions
625697,Does PIEAS offer scholarship / financial assistance?,"{'answer_start': [403], 'text': ['ESF(ehsas scholarship) and pieas own scholarship.']}",Admissions
625622,Does Pieas provide any scholarship at BS level?,"{'answer_start': [3595], 'text': ['Yes, Pieas provide need based scholarship to the deserving students subject to satisfactory academic performance.']}",Admissions
625710,How much attendance is required to sit in terminal exams?,"{'answer_start': [14764], 'text': ['80% attendance is necessary to sit in BS terminal exam.']}",Admissions
625610,How much is the application processing fee for BS or MS programs?,"{'answer_start': [4737], 'text': ['The application processing fee for BS and MS programs is as follows: Rs.3,500 within due date. Rs.4,500 one week after due date. Note: Application Processing Fee is non-refundable.']}",Admissions
625636,How much is the application processing fee for BS or MS programs?,"{'answer_start': [4737], 'text': ['The application processing fee for BS and MS programs is as follows: Rs.3,500 within due date. Rs.4,500 one week after due date. Note: Application Processing Fee is non-refundable.']}",Admissions
625670,Should I have to repay my fee if I am repeating a course?,"{'answer_start': [10570], 'text': [""If you are repeating a course you'll have to repay your tution fee, registration fee and examination fee for that course.""]}",Admissions
625656,What sort of scholarship does PIEAS offers?,"{'answer_start': [403], 'text': ['ESF(ehsas scholarship) and pieas own scholarship.']}",Admissions
625669,  What is the fee structure for a regular semester in PHD?,"{'answer_start': [10422], 'text': ['The total fee structure of a smester can be viewed from the link: http://admissions.pieas.edu.pk/Admissions/Contents/Fee%20Structure%20PhD-2020.pdf']}",Admissions
