id,question,answers,label
647268,What is the name of the driver for the bus that goes to 08 NO.CHUNGI,"{'answer_start': [1094], 'text': ['Sajid Ali Khan']}",Transport
647288,What are the stops on the route that goes to TRALI ADDA,"{'answer_start': [1110], 'text': ['SULTANA FOUNDATION, BURMA, KHANA, TRALI ADDA, 08 NO.CHUNGI, HAJI CHOWK, BILAL HOSPITAL, CHANDNI CHOWK, NATIONAL MARKET, KALI TANKI, ASGHAR MALL, T.B HOSPITAL, CHUNGI NO.4, CHEEMA ']}",Transport
647299,What are the stops on the route that goes to  T.B HOSPITAL,"{'answer_start': [1110], 'text': ['SULTANA FOUNDATION, BURMA, KHANA, TRALI ADDA, 08 NO.CHUNGI, HAJI CHOWK, BILAL HOSPITAL, CHANDNI CHOWK, NATIONAL MARKET, KALI TANKI, ASGHAR MALL, T.B HOSPITAL, CHUNGI NO.4, CHEEMA ']}",Transport
647285,What are the stops on the route that goes to sultana foundation,"{'answer_start': [1110], 'text': ['SULTANA FOUNDATION, BURMA, KHANA, TRALI ADDA, 08 NO.CHUNGI, HAJI CHOWK, BILAL HOSPITAL, CHANDNI CHOWK, NATIONAL MARKET, KALI TANKI, ASGHAR MALL, T.B HOSPITAL, CHUNGI NO.4, CHEEMA']}",Transport
647284,What are the stops on the route that goes to rawalpindi,"{'answer_start': [1110], 'text': ['SULTANA FOUNDATION, BURMA, KHANA, TRALI ADDA, 08 NO.CHUNGI, HAJI CHOWK, BILAL HOSPITAL, CHANDNI CHOWK, NATIONAL MARKET, KALI TANKI, ASGHAR MALL, T.B HOSPITAL, CHUNGI NO.4, CHEEMA']}",Transport
647296,What are the stops on the route that goes to  NATIONAL MARKET,"{'answer_start': [1110], 'text': ['SULTANA FOUNDATION, BURMA, KHANA, TRALI ADDA, 08 NO.CHUNGI, HAJI CHOWK, BILAL HOSPITAL, CHANDNI CHOWK, NATIONAL MARKET, KALI TANKI, ASGHAR MALL, T.B HOSPITAL, CHUNGI NO.4, CHEEMA']}",Transport
647304,What are the stops on the route that goes to KHAYABAN.SIR SYED,"{'answer_start': [1110], 'text': ['SULTANA FOUNDATION, BURMA, KHANA, TRALI ADDA, 08 NO.CHUNGI, HAJI CHOWK, BILAL HOSPITAL, CHANDNI CHOWK, NATIONAL MARKET, KALI TANKI, ASGHAR MALL, T.B HOSPITAL, CHUNGI NO.4, CHEEMA ']}",Transport
647287,What are the stops on the route that goes to KHANA,"{'answer_start': [1110], 'text': ['SULTANA FOUNDATION, BURMA, KHANA, TRALI ADDA, 08 NO.CHUNGI, HAJI CHOWK, BILAL HOSPITAL, CHANDNI CHOWK, NATIONAL MARKET, KALI TANKI, ASGHAR MALL, T.B HOSPITAL, CHUNGI NO.4, CHEEMA']}",Transport
647297,What are the stops on the route that goes to KALI TANKI,"{'answer_start': [1110], 'text': ['SULTANA FOUNDATION, BURMA, KHANA, TRALI ADDA, 08 NO.CHUNGI, HAJI CHOWK, BILAL HOSPITAL, CHANDNI CHOWK, NATIONAL MARKET, KALI TANKI, ASGHAR MALL, T.B HOSPITAL, CHUNGI NO.4, CHEEMA']}",Transport
647290,What are the stops on the route that goes to HAJI CHOWK,"{'answer_start': [1110], 'text': ['SULTANA FOUNDATION, BURMA, KHANA, TRALI ADDA, 08 NO.CHUNGI, HAJI CHOWK, BILAL HOSPITAL, CHANDNI CHOWK, NATIONAL MARKET, KALI TANKI, ASGHAR MALL, T.B HOSPITAL, CHUNGI NO.4, CHEEMA ']}",Transport
647302,What are the stops on the route that goes to GOLDEN CNG,"{'answer_start': [1110], 'text': ['SULTANA FOUNDATION, BURMA, KHANA, TRALI ADDA, 08 NO.CHUNGI, HAJI CHOWK, BILAL HOSPITAL, CHANDNI CHOWK, NATIONAL MARKET, KALI TANKI, ASGHAR MALL, T.B HOSPITAL, CHUNGI NO.4, CHEEMA']}",Transport
647300,What are the stops on the route that goes to  CHUNGI NO.4,"{'answer_start': [1110], 'text': ['SULTANA FOUNDATION, BURMA, KHANA, TRALI ADDA, 08 NO.CHUNGI, HAJI CHOWK, BILAL HOSPITAL, CHANDNI CHOWK, NATIONAL MARKET, KALI TANKI, ASGHAR MALL, T.B HOSPITAL, CHUNGI NO.4, CHEEMA']}",Transport
647301,What are the stops on the route that goes to  CHEEMA PLAZA,"{'answer_start': [1110], 'text': ['SULTANA FOUNDATION, BURMA, KHANA, TRALI ADDA, 08 NO.CHUNGI, HAJI CHOWK, BILAL HOSPITAL, CHANDNI CHOWK, NATIONAL MARKET, KALI TANKI, ASGHAR MALL, T.B HOSPITAL, CHUNGI NO.4, CHEEMA ']}",Transport
647294,What are the stops on the route that goes to CHANDNI CHOWK,"{'answer_start': [1110], 'text': ['SULTANA FOUNDATION, BURMA, KHANA, TRALI ADDA, 08 NO.CHUNGI, HAJI CHOWK, BILAL HOSPITAL, CHANDNI CHOWK, NATIONAL MARKET, KALI TANKI, ASGHAR MALL, T.B HOSPITAL, CHUNGI NO.4, CHEEMA']}",Transport
647286,What are the stops on the route that goes to BURMA,"{'answer_start': [1110], 'text': ['SULTANA FOUNDATION, BURMA, KHANA, TRALI ADDA, 08 NO.CHUNGI, HAJI CHOWK, BILAL HOSPITAL, CHANDNI CHOWK, NATIONAL MARKET, KALI TANKI, ASGHAR MALL, T.B HOSPITAL, CHUNGI NO.4, CHEEMA ']}",Transport
647293,What are the stops on the route that goes to BILAL HOSPITAL,"{'answer_start': [1109], 'text': ['""SULTANA FOUNDATION, BURMA, KHANA, TRALI ADDA, 08 NO.CHUNGI, HAJI CHOWK, BILAL HOSPITAL, CHANDNI CHOWK, NATIONAL MARKET, KALI TANKI, ASGHAR MALL, T.B HOSPITAL, CHUNGI NO.4, CHEEMA ""']}",Transport
647292,What are the stops on the route that goes to BILAL HOSPITAL,"{'answer_start': [1110], 'text': ['SULTANA FOUNDATION, BURMA, KHANA, TRALI ADDA, 08 NO.CHUNGI, HAJI CHOWK, BILAL HOSPITAL, CHANDNI CHOWK, NATIONAL MARKET, KALI TANKI, ASGHAR MALL, T.B HOSPITAL, CHUNGI NO.4, CHEEMA']}",Transport
647298,What are the stops on the route that goes to ASGHAR MALL,"{'answer_start': [1110], 'text': ['SULTANA FOUNDATION, BURMA, KHANA, TRALI ADDA, 08 NO.CHUNGI, HAJI CHOWK, BILAL HOSPITAL, CHANDNI CHOWK, NATIONAL MARKET, KALI TANKI, ASGHAR MALL, T.B HOSPITAL, CHUNGI NO.4, CHEEMA ']}",Transport
647289,What are the stops on the route that goes to 08 NO.CHUNGI,"{'answer_start': [1110], 'text': ['SULTANA FOUNDATION, BURMA, KHANA, TRALI ADDA, 08 NO.CHUNGI, HAJI CHOWK, BILAL HOSPITAL, CHANDNI CHOWK, NATIONAL MARKET, KALI TANKI, ASGHAR MALL, T.B HOSPITAL, CHUNGI NO.4, CHEEMA']}",Transport
647269,vWhat is the name of the driver for the bus that goes to HAJI CHOWK,"{'answer_start': [1094], 'text': ['Sajid Ali Khan']}",Transport
647307,What is the name of the driver for the bus with vehicle number MIB-2673?,"{'answer_start': [4225], 'text': ['Sajid Ali Khan']}",Transport
647305,What is the route number for the bus with vehicle number MIB-2673?,"{'answer_start': [4203], 'text': ['Route 41']}",Transport
647306,What is the contact number for the driver of the bus with vehicle number MIB-2673?,"{'answer_start': [4212], 'text': ['0300-9137948']}",Transport
647308,What are the stops on the route for the bus with vehicle number MIB-2673?,"{'answer_start': [4241], 'text': ['SULTANA FOUNDATION, BURMA, KHANA, TRALI ADDA, 08 NO.CHUNGI, HAJI CHOWK, BILAL HOSPITAL, CHANDNI CHOWK, NATIONAL MARKET, KALI TANKI, ASGHAR MALL, T.B HOSPITAL, CHUNGI NO.4, CHEEMA PLAZA, GOLDEN CNG, KHAYABAN.SIR SYED']}",Transport
647153,What is the route number for the bus that goes to  T.B HOSPITAL,"{'answer_start': [462], 'text': ['Route 41']}",Transport
647148,What is the route number for the bus that goes to  NATIONAL MARKET,"{'answer_start': [462], 'text': ['Route 41']}",Transport
647149,What is the route number for the bus that goes to KALI TANKI,"{'answer_start': [471], 'text': ['Route 41']}",Transport
647144,What is the route number for the bus that goes to HAJI CHOWK,"{'answer_start': [471], 'text': ['Route 41']}",Transport
647154,What is the route number for the bus that goes to  CHUNGI NO.4,"{'answer_start': [471], 'text': ['Route 41']}",Transport
647147,What is the route number for the bus that goes to CHANDNI CHOWK,"{'answer_start': [471], 'text': ['Route 41']}",Transport
647146,What is the route number for the bus that goes to CHANDNI CHOWK,"{'answer_start': [471], 'text': ['Route 41']}",Transport
647145,What is the route number for the bus that goes to BILAL HOSPITAL,"{'answer_start': [471], 'text': ['Route 41']}",Transport
647152,What is the route number for the bus that goes to ASGHAR MALL,"{'answer_start': [471], 'text': ['Route 41']}",Transport
647150,What is the route number for the bus that goes to ASGHAR MALL,"{'answer_start': [471], 'text': ['Route 41']}",Transport
647143,What is the route number for the bus that goes to 08 NO.CHUNGI,"{'answer_start': [471], 'text': ['Route 41']}",Transport
647167,What is the contact number for the driver of the bus that goes to 08 NO.CHUNGI,"{'answer_start': [480], 'text': ['0300-9137948']}",Transport
647163,What is the contact number for the driver of the bus that goes to BURMA,"{'answer_start': [480], 'text': ['0300-9137948']}",Transport
647168,What is the contact number for the driver of the bus that goes to HAJI CHOWK,"{'answer_start': [480], 'text': ['0300-9137948']}",Transport
647164,What is the contact number for the driver of the bus that goes to KHANA,"{'answer_start': [480], 'text': ['0300-9137948']}",Transport
647165,What is the contact number for the driver of the bus that goes to KHANA,"{'answer_start': [480], 'text': ['0300-9137948']}",Transport
647161,What is the contact number for the driver of the bus that goes to rawalpindi,"{'answer_start': [480], 'text': ['0300-9137948']}",Transport
647162,What is the contact number for the driver of the bus that goes to sultana foundation,"{'answer_start': [480], 'text': ['0300-9137948']}",Transport
647166,What is the contact number for the driver of the bus that goes to TRALI ADDA,"{'answer_start': [480], 'text': ['0300-9137948']}",Transport
647157,What is the route number for the bus that goes to  CHEEMA PLAZA,"{'answer_start': [471], 'text': ['Route 41']}",Transport
647158,What is the route number for the bus that goes to GOLDEN CNG,"{'answer_start': [471], 'text': ['Route 41']}",Transport
647159,What is the route number for the bus that goes to  KHAYABAN.SIR SYED,"{'answer_start': [471], 'text': ['Route 41']}",Transport
647160,What is the route number for the bus that goes to  KHAYABAN.SIR SYED,"{'answer_start': [471], 'text': ['Route 41']}",Transport
647177,What is the contact number for the driver of the bus that goes to  NATIONAL MARKET,"{'answer_start': [480], 'text': ['0300-9137948']}",Transport
647184,What is the contact number for the driver of the bus that goes to  KHAYABAN.SIR SYED,"{'answer_start': [480], 'text': ['0300-9137948']}",Transport
647178,What is the contact number for the driver of the bus that goes to KALI TANKI,"{'answer_start': [480], 'text': ['0300-9137948']}",Transport
647183,What is the contact number for the driver of the bus that goes to GOLDEN CNG,"{'answer_start': [480], 'text': ['0300-9137948']}",Transport
647181,What is the contact number for the driver of the bus that goes to  CHUNGI NO.4,"{'answer_start': [480], 'text': ['0300-9137948']}",Transport
647182,What is the contact number for the driver of the bus that goes to  CHEEMA PLAZA,"{'answer_start': [480], 'text': ['0300-9137948']}",Transport
647176,What is the contact number for the driver of the bus that goes to CHANDNI CHOWK,"{'answer_start': [480], 'text': ['0300-9137948']}",Transport
647175,What is the contact number for the driver of the bus that goes to BILAL HOSPITAL,"{'answer_start': [480], 'text': ['0300-9137948']}",Transport
647180,What is the contact number for the driver of the bus that goes to ASGHAR MALL,"{'answer_start': [480], 'text': ['0300-9137948']}",Transport
647179,What is the contact number for the driver of the bus that goes to ASGHAR MALL,"{'answer_start': [480], 'text': ['0300-9137948']}",Transport
661403,What are the stops on Route 41?,"{'answer_start': [8], 'text': ['""SULTANA FOUNDATION, BURMA, KHANA, TRALI ADDA, 08 NO.CHUNGI, HAJI CHOWK, BILAL HOSPITAL, CHANDNI CHOWK, NATIONAL MARKET, KALI TANKI, ASGHAR MALL, T.B HOSPITAL, CHUNGI NO.4, CHEEMA PLAZA, GOLDEN CNG, KHAYABAN.SIR SYED""']}",Transport
664267,What is the route number for the bus that goes to SITE OFFICE,"{'answer_start': [47905], 'text': ['Route 58']}",Transport
661404,What is the vehicle number for Route 41?,"{'answer_start': [226], 'text': ['MIB-2673']}",Transport
661411,Is there any public transport from PIEAS?,"{'answer_start': [51467], 'text': ['""Yes, there are several types of public transportation available from PIEAS, including wagons, Suzuki vans, and coasters. These transportation options can be found outside of the PIEAS campus and can be used to travel to various destinations.""']}",Transport
664235,Is there any need of transportation pass?,"{'answer_start': [51177], 'text': ['""No, you don\'t need a transportation pass. Your student card is sufficient for you to use the transportation services. However, once you have availed the transportation services, your name will be registered by the transport management under a specific bus number for attendance purposes.""']}",Transport
664244,Is transport facility free?,"{'answer_start': [50833], 'text': ['""If you are a day-scholar, then you will have to pay R.s 15,000 to avail transport facility daily. For residents of hostels, the transport charges are accommodated in the semester fees (this fees is smaller because of less consumption). No one wants to go out so far daily. Usually, when students go to their homes, they avail this transport.""']}",Transport
664245,Is there any transport facility in PIEAS? ,"{'answer_start': [50472], 'text': ['""Yes, there is a transport facility. PIEAS? buses depart at 2 pm and 4 pm from PIEAS. The buses usually go to Faizabad or Islamabad city or Saddar. Their daily schedule can be checked in the morning at PIEAS reception. They also bring the students back to PIEAS at 7:30 pm (Monday to Friday during odd days only) and 8 pm (on Sunday) from Faizabad and Saddar.""']}",Transport
664279,What is the route number for the bus that goes to KHANA PULL,"{'answer_start': [47905], 'text': ['Route 58']}",Transport
664309,"What is the contact number for the driver of the bus that goes to Old airport road, Peshawar Road
","{'answer_start': [47892], 'text': ['0333-5786592']}",Transport
664289,What is the route number for the bus that goes to KORAL,"{'answer_start': [47905], 'text': ['Route 58']}",Transport
664299,"What is the route number for the bus that goes to Peshwar road
","{'answer_start': [47905], 'text': ['Route 58']}",Transport
664298,"What is the route number for the bus that goes to AIRPORT
","{'answer_start': [50355], 'text': ['Route 58']}",Transport
664297,"What is the route number for the bus that goes to AMMAR CHOWK
","{'answer_start': [50364], 'text': ['Route 58']}",Transport
664296,"What is the route number for the bus that goes to KACHEHRY
","{'answer_start': [50427], 'text': ['Route 58']}",Transport
664294,"What is the route number for the bus that goes to CHORR CHOWK
","{'answer_start': [50400], 'text': ['Route 58']}",Transport
664293,"What is the route number for the bus that goes to QASIM MARKET
","{'answer_start': [50364], 'text': ['Route 58']}",Transport
664292,"What is the route number for the bus that goes to RANGE ROAD
","{'answer_start': [50355], 'text': ['Route 58']}",Transport
664291,"What is the route number for the bus that goes to CHOWK
","{'answer_start': [50382], 'text': ['Route 58']}",Transport
664290,"What is the route number for the bus that goes to Old airport road, Peshawar Road
","{'answer_start': [50427], 'text': ['Route 58']}",Transport
664295,"What is the route number for the bus that goes to TURN PESHAWAR ROAD
","{'answer_start': [47905], 'text': ['Route 58']}",Transport
664300,"What is the route number for the bus that goes to TURN PESHAWAR ROAD
","{'answer_start': [47905], 'text': ['Route 58']}",Transport
683616,"What are the stops on the route that goes to KHANA PULL
","{'answer_start': [6303], 'text': ['""ALI PURE, TARLAI, RAWAL HOSPITAL, KHANA PULL, HIGHWAY SAWAN GARDEN, JINNAH GARDEN, MAIN ROAD, KAK PULL, T CHOWK, PAEC SOCIETY RAWAT""']}",Transport
683679,"What is the contact number for the driver of Route 43?
","{'answer_start': [6954], 'text': ['0315-5529615']}",Transport
683612,"What are the stops on the route that goes to  KAK PULL
","{'answer_start': [6303], 'text': ['""ALI PURE, TARLAI, RAWAL HOSPITAL, KHANA PULL, HIGHWAY SAWAN GARDEN, JINNAH GARDEN, MAIN ROAD, KAK PULL, T CHOWK, PAEC SOCIETY RAWAT""']}",Transport
683576,What are the stops on Route 42?,"{'answer_start': [4458], 'text': ['""ALI PURE, TARLAI, RAWAL HOSPITAL, KHANA PULL, HIGHWAY SAWAN GARDEN, JINNAH GARDEN, MAIN ROAD, KAK PULL, T CHOWK, PAEC SOCIETY RAWAT']}",Transport
683577,What is the vehicle number for Route 42?,"{'answer_start': [4592], 'text': ['GE-796']}",Transport
683578,Who is the driver for Route 42?,"{'answer_start': [4599], 'text': ['Aqeel Iftikhar']}",Transport
683579,What is the contact number for the driver of Route 42?,"{'answer_start': [4636], 'text': ['0346-5197805']}",Transport
683580,What is the route number for the bus with vehicle number GE-796?,"{'answer_start': [4627], 'text': ['Route 42']}",Transport
648101,Where does Route 41 start and end?,"{'answer_start': [263], 'text': ['It starts from sultana foundation and ends at khayaban Sir Syed']}",Transport
648104,What is the route number for the bus that goes to sultana foundation,"{'answer_start': [327], 'text': ['Route 41']}",Transport
648102,What is the route number for the bus that goes to Rawalpindi,"{'answer_start': [4203], 'text': ['Route 41']}",Transport
683582,What is the name of the driver for the bus with vehicle number GE-796?,"{'answer_start': [4599], 'text': ['Aqeel Iftikhar']}",Transport
683581,What is the contact number for the driver of the bus with vehicle number GE-796?,"{'answer_start': [4635], 'text': ['\n']}",Transport
664316,What is the contact number for the driver of the bus that goes to TURN PESHAWAR ROAD,"{'answer_start': [47892], 'text': ['0333-5786592']}",Transport
664329,What is the contact number for the driver of the bus that goes to SITE OFFICE,"{'answer_start': [47892], 'text': ['0333-5786592']}",Transport
664312,What is the contact number for the driver of the bus that goes to RANGE ROAD,"{'answer_start': [47892], 'text': ['0333-5786592']}",Transport
664313,What is the contact number for the driver of the bus that goes to QASIM MARKET,"{'answer_start': [47892], 'text': ['0333-5786592']}",Transport
664323,What is the contact number for the driver of the bus that goes to Peshwar road,"{'answer_start': [47892], 'text': ['0333-5786592']}",Transport
664327,What is the contact number for the driver of the bus that goes to KORAL,"{'answer_start': [47892], 'text': ['0333-5786592']}",Transport
664325,What is the contact number for the driver of the bus that goes to KORAL,"{'answer_start': [47892], 'text': ['0333-5786592']}",Transport
664328,What is the contact number for the driver of the bus that goes to KHANA PULL,"{'answer_start': [47892], 'text': ['0333-5786592']}",Transport
664318,What is the contact number for the driver of the bus that goes to KACHEHRY,"{'answer_start': [47914], 'text': ['0333-5786592']}",Transport
664311,What is the contact number for the driver of the bus that goes to CHOWK,"{'answer_start': [47914], 'text': ['0333-5786592']}",Transport
664315,What is the contact number for the driver of the bus that goes to CHORR CHOWK,"{'answer_start': [47892], 'text': ['0333-5786592']}",Transport
664320,What is the contact number for the driver of the bus that goes to AMMAR CHOWK,"{'answer_start': [47892], 'text': ['0333-5786592']}",Transport
664321,What is the contact number for the driver of the bus that goes to AIRPORT,"{'answer_start': [47892], 'text': ['0333-5786592']}",Transport
648100,What is the contact number for the driver of Route 41?,"{'answer_start': [480], 'text': ['0300-9137948']}",Transport
683583,What are the stops on the route for the bus with vehicle number GE-796?,"{'answer_start': [4459], 'text': ['ALI PURE, TARLAI, RAWAL HOSPITAL, KHANA PULL, HIGHWAY SAWAN GARDEN, JINNAH GARDEN, MAIN ROAD, KAK PULL, T CHOWK, PAEC SOCIETY RAWAT']}",Transport
662020,Is there any public transport from PIEAS?,"{'answer_start': [51468], 'text': ['Yes, there are several types of public transportation available from PIEAS, including wagons, Suzuki vans, and coasters. These transportation options can be found outside of the PIEAS campus and can be used to travel to various destinations.']}",Transport
683595,"What is the name of the driver for the bus that goes to  T CHOWK
","{'answer_start': [4798], 'text': ['Aqeel Iftikhar']}",Transport
683588,What is the name of the driver for the bus that goes to TARLAI,"{'answer_start': [4798], 'text': ['Aqeel Iftikhar']}",Transport
683597,"What is the name of the driver for the bus that goes to River Gardens society
","{'answer_start': [4798], 'text': ['Aqeel Iftikhar']}",Transport
